,logicmail.csv,taverna.csv,javagroups.csv,jrefactory.csv,freenet.csv,nodal.csv,soar.csv,web-cat.csv
freenet.csv,0.45,0.62,0.7,0.53,0.01,0.59,0.16,0.42
javagroups.csv,0.25,0.26,0.0,0.16,0.38,0.21,0.12,0.32
jrefactory.csv,0.35,0.4,0.61,0.0,0.39,0.56,0.24,0.42
logicmail.csv,0.0,0.75,0.96,0.68,0.66,0.73,0.0,0.65
nodal.csv,0.1,0.09,0.26,0.21,0.37,0.02,0.04,0.26
soar.csv,0.05,0.3,0.18,0.16,0.2,0.21,0.08,0.32
taverna.csv,0.6,0.0,0.33,0.61,0.71,0.35,0.32,0.52
web-cat.csv,0.0,0.19,0.35,0.24,0.28,0.02,0.8,0.0
