,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv
ikvm.csv,0.43,0.91,0.15,0.27,0.39,0.64,0.5
libtorrent.csv,0.93,0.64,0.93,0.6,0.97,0.78,0.83
mcmc-jags.csv,0.39,0.59,0.89,0.87,0.82,0.7,0.89
olap-navigator.csv,0.85,0.5,0.89,0.6,0.67,0.51,0.61
pidgin.csv,0.69,0.55,0.56,0.47,0.76,0.54,0.59
sepgsql.csv,0.62,0.5,0.81,0.27,0.68,0.37,0.57
xstore.csv,0.51,0.27,1.0,0.4,0.88,0.32,0.67
