,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv
ikvm.csv,0.59,0.77,0.01,0.15,0.67,0.82,0.48
libtorrent.csv,0.73,0.4,0.07,0.38,0.74,0.92,0.58
mcmc-jags.csv,0.73,0.41,0.05,0.68,0.76,0.86,0.55
olap-navigator.csv,0.96,0.44,0.08,0.45,0.85,0.96,0.58
pidgin.csv,0.81,0.5,0.06,0.54,0.87,0.88,0.69
sepgsql.csv,0.97,0.46,0.11,0.44,0.84,1.0,0.67
xstore.csv,0.69,0.4,0.05,0.6,0.77,0.94,0.7
