,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.25,0.72,0.17,0.45,0.29,0.08,0.09,0.84,0.18,0.21,0.45,0.97,0.13,0.17
chrysalis.csv,0.44,0.68,0.24,0.48,0.41,0.14,0.1,0.77,0.23,0.0,0.61,0.97,0.12,0.43
etics.csv,0.5,0.5,0.75,0.42,1.0,0.12,0.18,0.8,0.22,0.17,0.69,0.5,0.18,0.6
flexpay.csv,1.0,0.52,0.08,0.15,0.25,0.08,0.0,0.81,0.28,0.21,0.34,0.97,0.14,0.21
ifmo-game-1.csv,0.8,0.46,0.0,0.18,0.0,0.22,0.27,1.0,0.25,0.22,1.0,0.94,0.12,0.2
jcl.csv,0.5,0.53,0.17,0.27,0.28,0.08,0.07,0.78,0.25,0.22,0.35,0.99,0.24,0.19
linuxsh.csv,0.07,0.49,0.3,0.07,0.12,0.0,0.0,0.67,0.18,0.0,0.44,0.99,0.09,0.17
mvdsv.csv,0.5,0.25,0.0,0.58,0.28,0.5,0.75,0.82,0.19,0.14,0.71,0.0,0.13,0.4
openmeetings.csv,0.5,0.71,0.23,0.46,0.0,0.17,0.0,0.88,0.2,0.24,0.69,0.97,0.12,0.39
plato.csv,0.22,0.49,0.17,0.14,0.26,0.09,0.09,0.94,0.17,0.21,0.47,0.97,0.11,0.13
projecteqemu.csv,0.37,0.59,0.21,0.27,1.0,0.16,0.14,1.0,0.21,0.22,0.68,0.94,0.17,0.18
scite-ru.csv,0.24,0.51,0.2,0.14,0.47,0.08,0.12,0.86,0.17,0.23,0.5,0.95,0.12,0.17
uclmda.csv,0.09,0.33,0.12,0.06,0.27,0.0,0.0,0.67,0.12,0.0,1.0,1.0,0.15,0.17
vrjuggler.csv,0.28,0.4,0.11,0.06,0.29,0.1,0.32,0.86,0.14,0.34,0.52,0.91,0.16,0.08
