,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,carabiner.csv,free-evolution.csv,jfreechart.csv
anaxagora.csv,0.06,0.51,0.01,0.19,0.68,0.16,0.41,0.46,0.24,0.06,0.46,0.11,0.13,0.6,0.52,0.39,0.49,0.5,0.36,0.0
blogentis.csv,0.05,0.47,0.02,0.11,0.75,0.13,0.53,0.43,0.0,0.11,0.49,0.18,0.05,0.72,0.41,0.36,0.2,0.21,0.31,0.0
carabiner.csv,0.06,0.52,0.01,0.15,0.84,0.11,0.43,0.62,0.16,0.06,0.45,0.12,0.11,0.27,0.5,0.43,0.26,0.61,0.34,0.03
continuum-ide.csv,0.0,0.53,0.0,0.13,0.22,0.16,0.32,0.34,0.0,0.2,0.44,0.13,0.08,0.42,0.63,0.35,0.16,0.29,0.12,0.06
emulemorph.csv,0.0,0.0,0.0,0.25,0.62,0.02,0.42,0.0,0.5,0.0,0.02,0.09,0.21,0.43,0.1,0.0,0.08,0.09,0.31,0.0
free-evolution.csv,0.12,0.53,0.02,0.19,0.7,0.18,0.44,0.44,0.22,0.06,0.55,0.28,0.15,0.81,0.48,0.35,0.35,0.62,0.44,0.02
gtad.csv,0.25,0.53,0.01,0.22,0.25,0.22,0.43,0.21,0.06,0.09,0.47,0.33,0.16,0.54,0.33,0.48,0.28,0.29,0.29,0.0
htmlunit.csv,0.11,0.51,0.01,0.25,0.47,0.18,0.34,0.27,0.21,0.05,0.55,0.36,0.11,0.67,0.45,0.43,0.23,0.53,0.34,0.0
jaxen.csv,0.06,0.47,0.02,0.23,0.83,0.13,0.42,0.73,0.38,0.04,0.45,0.56,0.08,0.71,0.39,0.39,0.29,0.42,0.36,0.0
jsr308-langtools.csv,0.08,0.31,0.0,0.0,0.89,0.12,0.41,0.91,0.22,0.03,0.0,0.11,0.0,0.93,0.49,0.37,0.28,0.46,0.4,0.0
jvcl.csv,0.22,0.17,0.57,0.34,0.34,0.21,0.33,0.11,0.28,0.0,0.28,0.17,0.15,0.06,0.4,0.25,0.23,0.34,0.38,0.04
kaffeine.csv,0.06,0.16,0.01,0.18,0.89,0.17,0.44,0.66,0.04,0.05,0.52,0.14,0.09,0.76,0.5,0.4,0.28,0.4,0.39,0.04
m-m-m.csv,0.06,0.41,0.03,0.14,0.66,0.14,0.33,0.86,0.16,0.03,0.39,0.11,0.03,0.56,0.46,0.38,0.23,0.47,0.4,0.05
motu.csv,0.09,0.48,0.03,0.19,0.67,0.08,0.39,0.68,0.15,0.0,0.46,0.11,0.14,0.7,0.36,0.41,0.29,0.52,0.38,0.02
nh3d.csv,0.05,0.47,0.8,0.0,0.9,0.12,0.41,0.91,0.2,0.03,0.38,0.11,0.0,0.73,0.47,0.36,0.28,0.46,0.38,0.02
sarasvati.csv,0.08,0.38,0.02,0.09,0.37,0.28,0.21,0.39,0.1,0.09,0.32,0.13,0.05,0.58,0.49,0.39,0.42,0.47,0.34,0.07
taokgame.csv,0.11,0.14,0.0,0.15,0.19,0.11,0.22,0.08,0.74,0.0,0.22,0.17,0.15,0.35,0.27,0.32,0.21,0.29,0.35,0.0
wgs-assembler.csv,0.13,0.53,0.01,0.19,0.31,0.18,0.5,0.34,0.05,0.07,0.49,0.22,0.14,0.74,0.52,0.49,0.32,0.5,0.35,0.0
