,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv
adaptagrams.csv,0.38,0.43,0.44,0.57,0.75
aime.csv,0.64,0.51,0.99,0.98,0.92
badtrinitycore.csv,0.9,0.5,0.98,0.98,0.48
electric-core.csv,0.52,0.63,0.83,0.62,0.57
olsrd.csv,0.34,0.4,0.39,0.36,0.4
