,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,open-ms.csv,tango-cs.csv,geochat.csv
decidr.csv,0.73,0.59,0.57,0.92,0.89,0.97,0.35,0.83,0.88,0.87,0.8,0.69,0.8,0.86,0.95,0.8,0.66,0.75
doomlegacy.csv,0.43,1.0,0.85,0.65,0.57,0.63,0.9,0.88,0.77,0.92,0.5,0.52,0.47,0.92,1.0,0.62,0.79,0.85
elmo.csv,0.88,0.51,0.98,0.91,0.88,0.95,0.9,1.0,0.96,1.0,1.0,0.91,0.83,0.72,0.82,0.84,0.85,0.94
geochat.csv,0.95,0.97,0.88,0.72,0.84,0.95,0.75,0.87,0.83,0.79,0.97,0.97,0.92,0.71,1.01,0.83,0.77,0.51
gpac.csv,0.69,0.87,0.75,0.55,0.76,0.75,0.97,0.49,0.96,0.91,0.74,0.52,0.84,0.78,0.86,0.62,0.76,0.83
illumination.csv,1.0,0.94,0.94,0.93,1.0,0.91,0.97,1.0,1.0,0.77,0.75,0.81,1.0,0.27,0.98,1.0,1.0,0.79
ktc.csv,0.34,0.66,0.45,0.85,0.41,0.58,0.59,0.64,0.58,0.7,0.73,0.49,0.58,0.74,0.42,0.6,0.67,0.72
neoengine.csv,0.56,0.93,0.43,0.53,0.62,0.58,0.5,0.98,0.93,0.6,0.73,0.6,0.71,0.79,0.37,0.72,0.61,0.64
nicepress.csv,0.54,0.59,0.76,0.66,0.43,0.33,0.48,0.93,0.93,0.68,0.48,0.53,0.72,0.52,0.63,0.68,0.6,0.63
omseek.csv,0.77,1.0,0.88,1.0,0.82,0.92,0.85,0.97,0.9,0.75,0.87,0.43,0.96,0.83,0.77,0.89,0.69,0.93
open-ms.csv,0.47,1.01,0.57,0.85,0.48,0.73,0.85,0.98,0.96,0.93,0.83,0.54,0.57,0.62,0.54,0.6,0.83,0.93
pi-qmc.csv,0.68,1.0,0.67,0.6,0.61,0.58,0.58,1.0,0.96,0.73,0.77,0.7,0.68,0.74,0.27,0.63,0.74,0.72
rosegarden.csv,0.37,0.68,0.77,0.89,0.38,0.54,0.71,0.56,0.66,0.7,0.7,0.55,0.65,0.95,0.7,0.73,0.86,0.94
smarttag.csv,0.48,0.81,0.52,0.6,0.56,0.57,0.67,0.78,0.96,0.52,0.57,0.61,0.67,0.66,0.55,0.68,0.67,0.65
sylpheed-claws.csv,0.84,1.0,0.79,1.0,0.87,1.0,0.73,0.57,0.44,0.87,0.99,0.99,1.0,0.95,0.98,0.95,0.64,0.63
tango-cs.csv,0.57,1.02,0.54,0.61,0.54,0.77,0.5,0.59,0.55,0.73,0.51,0.53,0.6,0.64,0.39,0.63,0.55,0.68
xemeiah.csv,0.45,0.82,0.71,0.63,0.48,0.62,0.9,0.61,0.72,0.84,0.35,0.63,0.71,0.9,0.39,0.6,0.79,0.66
zscreen.csv,0.5,0.82,0.46,0.34,0.46,0.67,0.64,0.57,0.61,0.77,0.54,0.54,0.62,0.73,0.69,0.7,0.67,0.68
