,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.3,1.0,0.44,0.38,0.39,0.69,0.44,0.13,0.46,0.31,0.19,0.85,0.32
bdbbasic.csv,0.17,0.72,0.57,0.52,1.0,0.76,0.62,0.09,0.56,0.37,0.36,1.0,0.4
foursquared.csv,0.0,0.69,0.58,1.0,0.4,0.86,0.68,0.07,0.53,1.0,0.35,0.67,0.5
impala.csv,0.63,0.65,0.16,0.15,0.21,0.47,0.34,1.0,0.19,0.31,0.13,0.62,0.16
jicarilla.csv,0.97,0.62,0.33,0.0,0.1,0.0,0.18,0.25,0.25,0.5,0.0,0.0,0.0
ng4j.csv,0.14,0.75,0.4,0.54,0.71,0.8,0.55,0.06,0.38,0.27,0.21,0.94,1.0
open-data-kit.csv,0.09,1.0,0.41,0.42,0.19,0.99,0.48,0.09,0.53,0.45,0.25,1.0,0.28
pentahoanalysistool.csv,0.75,1.0,1.0,0.9,1.0,0.73,0.7,0.04,0.66,0.0,0.57,1.0,0.75
tradelink.csv,0.33,0.71,0.45,0.77,0.62,0.62,0.69,0.11,0.51,0.5,1.0,0.69,0.29
turbotrader-bos.csv,0.0,0.66,0.35,0.43,0.36,0.7,0.68,0.1,0.99,0.6,0.29,0.71,0.23
ultimairis.csv,0.43,0.62,0.32,0.39,0.38,0.66,0.39,0.14,0.32,0.98,0.26,0.71,0.28
wikipediardware.csv,0.44,0.68,0.36,0.4,0.32,0.66,0.44,0.12,0.34,0.29,0.18,0.97,0.24
yafdotnet.csv,0.14,0.66,0.46,0.35,0.09,0.53,0.98,0.12,0.47,0.33,0.13,0.62,0.29
