,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.43,0.0,0.47,0.7,0.47,0.5,0.74,0.58,0.44,0.36,0.68,0.14,0.61
bdbbasic.csv,0.27,0.39,0.25,0.35,0.0,0.23,0.23,0.39,0.28,0.18,0.23,0.0,0.25
foursquared.csv,0.03,0.24,0.17,0.0,0.06,0.02,0.06,0.14,0.19,0.0,0.17,0.07,0.03
impala.csv,0.35,0.59,0.46,0.5,0.78,0.52,0.69,0.0,0.43,0.88,0.69,0.64,0.78
jicarilla.csv,0.03,0.06,0.03,0.07,0.18,0.11,0.2,0.02,0.04,0.02,0.05,0.0,0.17
ng4j.csv,0.16,0.33,0.42,0.37,0.08,0.25,0.29,0.45,0.61,0.71,0.49,0.07,0.0
open-data-kit.csv,0.27,0.0,0.51,0.65,0.27,0.02,0.49,0.58,0.33,0.28,0.39,0.0,0.39
pentahoanalysistool.csv,0.05,0.0,0.0,0.02,0.0,0.09,0.05,0.13,0.09,0.0,0.04,0.0,0.02
tradelink.csv,0.22,0.35,0.2,0.07,0.1,0.14,0.04,0.13,0.23,0.04,0.0,0.29,0.08
turbotrader-bos.csv,0.14,0.61,0.44,0.35,0.59,0.2,0.1,0.28,0.01,0.02,0.45,0.36,0.34
ultimairis.csv,0.84,0.8,0.88,0.74,0.57,0.61,0.8,0.87,0.73,0.01,0.64,0.86,0.56
wikipediardware.csv,0.86,0.9,0.8,0.67,0.82,0.73,0.86,0.97,0.93,0.93,0.83,0.07,0.88
yafdotnet.csv,0.16,0.82,0.22,0.24,0.43,0.5,0.02,0.39,0.35,0.1,0.61,0.86,0.46
