,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.21,0.97,0.81,0.83,0.79,0.66,0.83,0.64,0.75,0.36,0.63,0.29,0.85
bdbbasic.csv,0.06,0.48,0.74,0.71,0.89,0.42,0.54,0.28,0.7,0.23,0.53,0.21,0.5
foursquared.csv,0.0,0.27,0.52,0.96,0.11,0.08,0.18,0.08,0.43,0.11,0.37,0.05,0.1
impala.csv,0.67,0.54,0.19,0.17,0.53,0.26,0.51,0.92,0.2,0.87,0.42,0.39,0.45
jicarilla.csv,0.91,0.05,0.04,0.0,0.05,0.0,0.06,0.04,0.03,0.04,0.0,0.0,0.0
ng4j.csv,0.03,0.48,0.63,0.83,0.53,0.59,0.49,0.2,0.75,0.57,0.53,0.42,0.95
open-data-kit.csv,0.03,0.02,0.78,0.92,0.16,0.99,0.62,0.4,0.72,0.51,0.53,0.08,0.45
pentahoanalysistool.csv,0.18,0.1,0.93,0.38,0.26,0.14,0.15,0.04,0.35,0.0,0.21,0.11,0.15
tradelink.csv,0.12,0.42,0.37,0.42,0.42,0.13,0.12,0.12,0.48,0.09,1.0,0.24,0.1
turbotrader-bos.csv,0.0,0.59,0.52,0.5,0.84,0.28,0.29,0.24,0.95,0.06,0.74,0.32,0.3
ultimairis.csv,0.7,0.64,0.89,0.92,0.89,0.7,0.72,1.0,0.69,0.87,0.89,0.79,0.65
wikipediardware.csv,0.76,0.94,1.0,0.88,1.0,0.8,0.96,1.0,0.96,0.85,0.74,1.0,0.8
yafdotnet.csv,0.03,0.78,0.41,0.25,0.11,0.33,1.0,0.4,0.63,0.11,0.37,0.53,0.55
