,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.9,0.03,0.51,0.72,0.51,0.61,0.76,0.68,0.51,0.73,0.77,0.72,0.63
bdbbasic.csv,0.98,0.64,0.36,0.45,0.11,0.62,0.52,0.82,0.41,0.79,0.53,0.79,0.56
foursquared.csv,1.0,0.77,0.51,0.04,0.9,0.92,0.82,0.93,0.6,0.89,0.65,0.95,0.9
impala.csv,0.48,0.75,0.93,0.97,0.91,0.9,0.85,0.08,0.91,0.89,0.9,0.88,0.95
jicarilla.csv,0.09,0.95,0.96,1.0,0.97,1.01,0.96,0.96,0.97,0.96,1.0,1.0,1.01
ng4j.csv,0.98,0.61,0.56,0.41,0.48,0.48,0.58,0.92,0.66,0.83,0.68,0.58,0.05
open-data-kit.csv,1.01,0.98,0.55,0.66,0.88,0.03,0.62,0.84,0.43,0.56,0.61,0.92,0.67
pentahoanalysistool.csv,0.82,0.9,0.07,0.63,0.74,0.86,0.85,0.97,0.65,1.0,0.79,0.89,0.85
tradelink.csv,0.9,0.67,0.66,0.59,0.59,0.88,0.89,0.89,0.57,0.92,0.0,0.81,0.9
turbotrader-bos.csv,1.01,0.74,0.65,0.61,0.61,0.75,0.71,0.81,0.05,0.94,0.53,0.77,0.78
ultimairis.csv,0.89,0.88,0.89,0.74,0.58,0.68,0.85,0.87,0.79,0.13,0.65,0.88,0.66
wikipediardware.csv,0.9,0.9,0.8,0.69,0.82,0.75,0.87,0.97,0.93,0.94,0.87,0.07,0.9
yafdotnet.csv,0.98,0.85,0.63,0.79,0.99,0.84,0.02,0.72,0.51,0.9,0.88,0.98,0.64
