,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.75,0.87,0.6,0.98
jajuk.csv,0.98,0.61,0.44,0.61
vapor.csv,0.62,0.17,1.0,0.02
zorannt.csv,0.75,0.91,0.44,0.98
