,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,continuum-ide.csv,mia.csv,ontopia.csv,runuomondains.csv,somap.csv,fleet-simulator.csv,tigermud.csv,hydrate.csv
algebsql.csv,0.81,0.78,0.57,0.95,0.48,0.54,0.74,0.74,0.99,0.91,0.45,0.67,0.5,0.8,0.5
continuum-ide.csv,0.91,0.96,0.96,0.8,0.9,0.97,0.0,0.41,0.92,0.92,0.75,0.8,0.0,0.8,0.48
fleet-simulator.csv,0.4,0.42,0.38,0.38,0.4,0.43,0.52,0.32,0.38,0.33,0.4,0.38,0.29,0.4,0.38
hydrate.csv,0.67,0.95,0.6,0.5,0.86,0.83,0.75,0.82,0.5,0.71,0.43,0.86,0.44,0.67,0.38
ivef-sdk.csv,0.46,0.52,0.63,0.69,0.6,0.61,0.7,0.75,0.97,0.53,0.5,0.58,0.86,0.95,0.0
jmri.csv,0.52,0.57,0.53,0.64,0.55,0.79,0.53,0.35,0.4,0.77,0.76,0.62,0.86,0.8,0.64
kdenlive.csv,0.36,0.4,0.42,0.38,0.4,0.52,0.57,0.3,0.41,0.41,0.38,0.36,0.33,0.38,0.35
mia.csv,0.93,0.74,0.68,0.75,0.82,0.9,0.0,0.91,0.81,0.49,0.43,0.82,0.42,0.75,0.59
ontopia.csv,0.36,0.41,0.53,0.4,0.68,0.4,0.74,0.5,0.39,0.42,0.49,0.45,0.46,0.48,0.46
opentibia.csv,0.65,0.46,0.68,0.68,0.47,0.67,0.46,0.69,0.9,0.81,0.55,0.63,0.54,0.49,0.38
runuomondains.csv,0.46,0.5,0.49,0.5,0.5,0.44,0.57,0.38,0.57,0.47,0.67,0.52,0.6,0.5,0.5
somap.csv,0.42,0.45,0.37,0.43,0.39,0.42,0.48,0.32,0.4,0.34,0.44,0.38,0.34,0.43,0.37
taverna.csv,0.62,0.62,0.71,0.7,0.7,0.68,0.53,0.9,0.7,0.5,0.6,0.72,0.37,0.49,0.83
tigermud.csv,0.91,0.9,0.5,0.94,0.68,0.7,0.68,0.34,0.98,0.53,0.71,0.49,0.56,0.58,0.36
x-ray-mule.csv,0.74,0.75,0.8,0.62,0.52,0.5,0.61,0.93,0.92,0.56,0.8,0.58,0.78,0.71,0.0
