,gamestone.csv,igarden.csv,owlapi.csv,archive-crawler.csv,nabu-library.csv,ingex.csv,twostep.csv,lphant.csv,nebuladevice.csv,pi-qmc.csv,trinitycore.csv,geochat.csv
archive-crawler.csv,154.0,165.0,2917.5,189.0,2472.5,347.0,97.5,590.5,480.5,91.5,196.0,390.0
gamestone.csv,276.5,197.5,2021.0,254.0,59.5,194.0,193.5,80.0,95.5,64.5,569.0,183.0
geochat.csv,225.0,192.0,266.5,91.5,97.5,268.5,193.5,54.5,95.5,375.0,1342.5,188.0
igarden.csv,67.5,290.0,555.0,285.5,92.5,270.5,97.5,369.0,191.0,91.5,98.5,288.5
ingex.csv,64.5,95.5,1132.0,550.0,297.0,86.5,97.5,562.0,94.5,285.5,98.5,288.5
lphant.csv,173.0,174.0,1108.0,553.0,98.5,97.5,97.5,186.0,291.0,91.5,98.5,390.0
nabu-library.csv,169.0,281.0,1762.5,78.5,99.0,196.0,0.0,348.0,364.5,91.5,98.5,267.5
nebuladevice.csv,472.5,95.5,188.0,372.0,297.0,97.5,168.0,438.0,193.0,493.0,295.0,402.0
owlapi.csv,900.0,93.5,447.5,540.0,297.0,97.5,97.5,562.0,92.5,285.5,197.5,387.0
pi-qmc.csv,78.5,98.5,556.5,283.5,164.0,95.5,97.5,366.0,291.5,186.0,98.5,480.5
trinitycore.csv,472.5,197.5,1722.0,535.0,96.5,196.0,387.0,73.5,95.5,376.0,290.0,91.5
twostep.csv,78.5,197.5,2815.5,473.5,296.5,95.5,97.5,464.5,291.5,190.0,197.5,486.5
