,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,customsagetv.csv,xfce.csv,carabiner.csv,mesa3d.csv,trinitycore.csv,tencompetence.csv,oorexx.csv,elvishrayrenderer.csv
carabiner.csv,0.48,0.6,0.0,0.51,0.54,0.73,0.17,0.68,0.74,0.35,0.72,0.7,0.0,0.65,0.84,0.64,0.74,0.34,0.65,0.53
checker-framework.csv,0.56,0.45,0.2,0.51,0.27,0.66,0.69,0.85,0.41,0.19,0.49,0.48,0.15,0.65,0.09,0.52,0.39,0.65,0.42,0.5
customsagetv.csv,0.43,0.35,0.0,0.58,0.57,0.64,0.16,0.5,0.5,0.34,0.37,0.6,0.88,0.39,0.17,0.52,0.51,0.58,0.63,0.52
elvishrayrenderer.csv,0.54,0.39,0.0,0.0,0.61,0.19,0.47,0.56,0.49,0.36,0.47,0.72,0.56,0.6,0.5,0.57,0.5,0.34,0.32,0.71
guineu.csv,0.67,0.3,0.0,0.36,0.34,0.54,0.26,0.49,0.4,0.67,0.0,0.42,0.84,0.35,0.17,0.24,0.39,0.55,0.53,0.47
inkscape.csv,0.55,0.64,0.0,0.0,0.31,0.74,0.5,0.44,0.6,0.19,0.0,0.27,0.45,0.61,0.0,0.47,0.62,0.33,0.17,0.38
mesa3d.csv,0.55,0.28,0.09,0.0,0.53,0.56,0.66,0.17,0.57,0.41,0.37,0.58,0.02,0.72,0.21,0.54,0.58,0.17,0.04,0.49
nsis.csv,0.52,0.4,0.62,0.3,0.38,0.32,0.36,0.54,0.53,0.72,0.73,0.56,0.64,0.29,0.44,0.48,0.54,0.69,0.45,0.56
octave.csv,0.45,0.59,0.2,0.44,0.58,0.52,0.49,0.18,0.52,0.32,0.56,0.23,0.33,0.58,0.64,0.39,0.52,0.3,0.29,0.43
oorexx.csv,0.46,0.32,0.15,0.4,0.65,0.43,0.54,0.5,0.58,0.45,0.13,0.46,0.24,0.25,0.17,0.26,0.61,0.3,0.67,0.55
owfs.csv,0.27,0.43,0.0,0.58,0.61,0.5,0.49,0.0,0.38,0.55,0.68,0.59,0.17,0.7,0.66,0.49,0.38,0.5,0.17,0.67
owlib.csv,0.6,0.69,0.6,0.6,0.68,0.57,0.66,0.64,0.59,0.45,0.6,0.72,0.26,0.64,0.59,0.61,0.6,0.34,0.56,0.68
prelude.csv,0.33,0.09,0.87,0.41,0.36,0.49,0.37,0.62,0.48,0.0,0.79,0.32,0.55,0.66,0.34,0.61,0.5,0.35,0.4,0.55
robocode.csv,0.7,0.62,0.0,0.58,0.65,0.76,0.73,0.68,0.63,0.39,0.38,0.52,0.59,0.62,0.49,0.62,0.61,0.34,0.63,0.52
tencompetence.csv,0.18,0.49,0.63,0.3,0.21,0.19,0.05,0.46,0.0,0.16,0.57,0.27,0.51,0.27,0.21,0.49,0.06,0.8,0.45,0.56
trinitycore.csv,0.27,0.26,0.31,0.4,0.48,0.55,0.25,0.34,0.6,0.27,0.58,0.13,0.43,0.62,0.11,0.53,0.65,0.4,0.37,0.45
uwom-server.csv,0.22,0.35,0.0,0.0,0.54,0.54,0.38,0.58,0.62,0.34,0.57,0.13,0.47,0.51,0.11,0.29,0.6,0.42,0.42,0.5
xfce.csv,0.26,0.64,0.28,0.62,0.56,0.74,0.65,0.75,0.64,0.41,0.5,0.57,0.51,0.66,0.53,0.62,0.61,0.49,0.51,0.48
zengine.csv,0.0,0.13,0.75,0.38,0.21,0.0,0.0,0.36,0.45,0.0,0.87,0.21,0.45,0.63,0.09,0.63,0.47,0.27,0.17,0.24
zildo.csv,0.67,0.6,0.64,0.54,0.49,0.56,0.4,0.64,0.44,0.25,0.59,0.7,0.8,0.6,0.6,0.6,0.44,0.49,0.59,0.58
