,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,tycho.csv,unicase.csv,codesmith.csv
codesmith.csv,0.37,0.4,0.3,0.47,0.38,0.31,0.36,0.39,0.39,0.44,0.37,0.43
gwanted.csv,0.72,0.94,0.67,0.93,0.65,0.51,0.98,0.96,0.8,0.0,0.53,0.83
ivatamasks.csv,0.4,0.36,0.47,0.43,0.48,0.77,0.52,0.52,0.42,0.45,0.46,0.65
java-gnome.csv,0.56,0.42,0.37,0.5,0.52,0.65,0.56,0.64,0.43,0.8,0.61,0.61
orc.csv,0.58,0.96,0.93,0.88,0.51,0.5,0.97,0.93,0.0,0.0,0.62,0.83
plato.csv,0.45,0.46,0.33,0.55,0.58,0.46,0.49,0.53,0.73,0.42,0.46,0.48
rodin-b-sharp.csv,0.92,0.62,0.76,0.69,0.79,0.53,0.68,0.79,0.46,0.67,0.72,0.72
tycho.csv,0.55,0.68,0.39,0.49,0.49,0.52,0.55,0.61,0.52,0.54,0.48,0.38
umber.csv,0.6,0.8,0.49,0.52,0.83,0.88,0.72,0.89,0.4,0.67,0.95,0.52
unicase.csv,0.42,0.39,0.43,0.44,0.91,0.39,0.54,0.47,0.44,0.82,0.44,0.62
vienna-add-in.csv,0.53,0.39,0.3,0.45,0.52,0.41,0.4,0.45,0.39,0.45,0.46,0.39
wpdev.csv,0.34,0.39,0.29,0.43,0.4,0.4,0.38,0.4,0.38,0.4,0.39,0.36
