,wow-qrsk.csv,m-a-d-n-e-s-s.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,illumination.csv,quickfast.csv
illumination.csv,0.0,0.56,0.0,0.87,0.86,0.71,0.74
kftpgrabber.csv,0.34,0.16,0.09,0.8,0.14,0.24,0.26
kindb.csv,0.51,0.68,0.76,0.73,0.14,0.24,0.32
m-a-d-n-e-s-s.csv,0.25,0.76,0.82,0.13,0.79,0.18,0.21
netatalk.csv,0.74,0.72,0.91,0.67,0.64,0.65,0.79
quickfast.csv,0.87,1.0,0.62,0.93,0.79,0.94,0.81
wow-qrsk.csv,0.84,0.4,0.0,0.53,0.93,0.41,0.11
