,quarkplusplus.csv,multitude.csv,ngl.csv,qmmp.csv
multitude.csv,0.5,0.95,0.72,0.52
ngl.csv,0.58,0.49,0.99,0.65
qmmp.csv,0.33,0.51,0.65,0.98
quarkplusplus.csv,1.0,0.32,0.42,0.32
