,kvs.csv,phet.csv,jasperreports.csv,fido.csv,hibernate.csv,geogebra.csv,fluent-nhibernate.csv
fido.csv,0.0,0.0,0.23,0.97,0.23,0.01,0.28
fluent-nhibernate.csv,0.0,0.26,0.66,0.29,0.39,0.6,0.91
geogebra.csv,0.54,0.29,0.68,0.29,0.45,0.66,0.72
hibernate.csv,0.29,0.43,0.21,0.7,0.55,0.62,0.38
jasperreports.csv,0.59,0.57,0.94,0.29,0.41,0.46,0.61
kvs.csv,0.72,0.47,0.58,0.54,0.44,0.54,0.15
phet.csv,0.39,0.63,0.05,0.48,0.38,0.37,0.2
