,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,0.74,0.03,0.22,0.58
emftriple.csv,0.22,0.55,0.0,0.26
fluent-nhibernate.csv,0.73,0.0,0.52,0.43
gpsmid.csv,0.82,0.1,0.32,0.47
