,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,0.52,0.99,0.72,0.42
emftriple.csv,0.89,0.13,1.07,0.81
fluent-nhibernate.csv,0.39,1.03,0.18,0.67
gpsmid.csv,0.27,0.9,0.41,0.58
