,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,pcsx2.csv,lufa-lib.csv,wxjs.csv
empserver.csv,0.24,0.57,0.41,0.4,0.0,0.4,0.65,0.42
enlightenment.csv,0.24,0.28,0.53,0.0,0.24,0.28,0.36,0.21
ildjit.csv,0.04,0.0,0.12,0.04,0.12,0.04,0.04,0.21
jfreereport.csv,0.16,0.11,0.0,0.11,0.03,0.1,0.03,0.02
lufa-lib.csv,0.24,0.28,0.15,0.34,0.06,0.39,0.01,0.2
pcsx2.csv,0.21,0.53,0.5,0.6,0.82,0.02,0.79,0.29
psycle.csv,0.0,0.67,0.74,0.58,0.76,0.71,0.78,0.82
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
