,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,pcsx2.csv,lufa-lib.csv,wxjs.csv
empserver.csv,0.37,0.14,0.57,0.55,0.94,0.61,0.75,0.88
enlightenment.csv,0.46,0.1,0.62,0.98,0.22,0.51,0.28,0.12
ildjit.csv,0.06,0.97,0.1,0.03,0.14,0.07,0.1,0.0
jfreereport.csv,0.05,0.28,0.89,0.11,0.06,0.11,0.08,0.0
lufa-lib.csv,0.34,0.17,0.33,0.5,0.14,0.46,0.96,0.12
pcsx2.csv,0.53,0.79,0.69,0.69,0.92,0.99,0.92,0.0
psycle.csv,0.98,0.86,0.85,0.71,0.72,0.88,0.96,0.88
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
