,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,chaosrts.csv
chaosrts.csv,0.57,0.43,0.42,0.91,0.48,0.48
lazarus-ccr.csv,0.54,0.42,0.37,0.68,0.5,0.44
lcfizvtop.csv,0.39,0.35,0.36,0.49,0.57,0.41
migen.csv,0.47,0.47,0.83,0.69,0.67,0.41
mvnforum.csv,0.0,0.95,0.83,0.7,0.79,0.75
plplot.csv,0.35,0.34,0.4,0.54,0.43,0.43
