,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,chaosrts.csv
chaosrts.csv,0.25,0.4,0.41,0.11,0.81,0.16
lazarus-ccr.csv,0.21,0.79,0.68,0.75,0.85,0.74
lcfizvtop.csv,0.57,0.58,0.45,0.89,0.23,0.37
migen.csv,0.57,0.3,0.23,0.11,0.19,0.74
mvnforum.csv,0.0,0.23,0.23,0.77,0.54,0.74
plplot.csv,0.96,0.44,0.52,0.19,0.54,0.16
