,n2cms.csv,nug.csv,codeblocks.csv,bulmages.csv,uclmda.csv,dataobjectsdotnet.csv
bulmages.csv,0.08,0.25,0.0,0.35,0.33,0.16
codeblocks.csv,0.04,0.61,0.49,0.51,0.33,0.6
dataobjectsdotnet.csv,0.49,0.94,0.36,0.48,0.5,0.32
n2cms.csv,0.31,0.81,0.08,0.55,0.83,0.62
nug.csv,0.73,0.36,0.15,0.57,0.17,0.62
uclmda.csv,0.03,0.0,0.26,0.08,0.0,0.16
