,opennms.csv,phet.csv,e-bio-flow.csv,aten.csv,runuomondains.csv,exl.csv
e-bio-flow.csv,0.33,0.08,0.62,0.59,0.3,0.71
exl.csv,0.38,0.4,0.42,0.75,0.11,0.83
opennms.csv,0.59,0.15,0.27,0.23,0.1,0.22
phet.csv,0.44,0.48,0.16,0.68,0.0,0.16
runuomondains.csv,0.23,0.21,0.56,0.3,0.61,0.9
