,elmo.csv,vapor.csv,nicepress.csv,etherboot.csv,gpac.csv,gebr.csv,libtorrent.csv,modellus.csv,ffigo.csv,mplayer-ce.csv,miranda.csv
elmo.csv,1.0,0.12,0.0,0.08,0.07,0.15,0.0,0.02,0.1,0.08,0.02
etherboot.csv,0.21,0.32,0.39,0.95,0.29,0.43,0.45,0.42,0.57,0.39,0.52
ffigo.csv,0.23,0.29,0.43,0.37,0.53,0.68,0.66,0.38,1.0,0.51,0.61
gebr.csv,0.18,0.38,0.52,0.43,0.69,0.97,0.82,0.63,0.76,0.61,0.76
gpac.csv,0.09,0.26,0.4,0.26,0.97,0.41,0.58,0.44,0.38,0.37,0.47
libtorrent.csv,0.16,0.44,0.53,0.32,0.71,0.69,0.99,0.68,0.75,0.61,0.77
miranda.csv,0.08,0.23,0.34,0.29,0.39,0.51,0.51,0.45,0.11,0.35,0.99
modellus.csv,0.05,0.18,0.39,0.29,0.68,0.29,0.55,0.96,0.64,0.54,0.52
mplayer-ce.csv,0.13,0.41,0.36,0.43,0.63,0.77,0.81,0.55,0.71,0.98,0.71
nicepress.csv,0.0,0.39,1.0,0.07,0.56,0.56,0.39,0.35,0.41,0.51,0.56
vapor.csv,0.0,0.89,0.26,0.2,0.0,0.1,0.34,0.31,0.05,0.0,0.3
