,elmo.csv,vapor.csv,nicepress.csv,etherboot.csv,gpac.csv,gebr.csv,libtorrent.csv,modellus.csv,ffigo.csv,mplayer-ce.csv,miranda.csv
elmo.csv,1.0,0.29,0.0,0.25,0.4,0.73,0.0,1.0,0.67,0.43,0.29
etherboot.csv,0.13,0.29,0.39,1.0,0.52,0.81,0.7,0.61,0.67,0.53,0.7
ffigo.csv,0.14,0.24,0.44,0.33,0.59,0.87,0.89,0.5,1.0,0.49,0.75
gebr.csv,0.1,0.26,0.43,0.3,0.57,0.99,0.86,0.62,0.68,0.45,0.68
gpac.csv,0.05,0.22,0.32,0.24,1.0,0.82,0.84,0.42,0.54,0.41,0.61
libtorrent.csv,0.08,0.29,0.44,0.23,0.56,0.84,1.0,0.56,0.66,0.46,0.7
miranda.csv,0.05,0.22,0.38,0.22,0.53,0.86,0.9,0.74,0.45,0.47,1.0
modellus.csv,0.03,0.16,0.39,0.26,0.65,0.81,0.85,0.99,0.87,0.43,0.77
mplayer-ce.csv,0.07,0.27,0.28,0.28,0.52,0.69,0.82,0.46,0.62,1.0,0.65
nicepress.csv,0.0,0.33,1.0,0.2,0.64,1.0,0.92,0.69,0.71,0.45,0.76
vapor.csv,0.0,1.0,0.6,0.38,0.0,1.0,0.95,0.38,0.67,0.0,0.76
