,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv
jparsec.csv,0.2,0.41,0.28,0.95,0.0
minig.csv,0.35,0.43,0.0,0.95,0.1
ossbuild.csv,0.18,0.0,0.24,0.0,0.01
rezilla.csv,0.0,0.89,0.87,0.68,0.86
webdriver.csv,0.12,0.02,0.15,0.05,0.16
