,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,98.5,95.5,96.5,947.0,441.5,183.0,292.5,164.0,156.0,23.5
flylegacy.csv,192.0,178.0,96.5,393.5,94.5,97.5,195.0,93.5,588.0,168.0
jguard.csv,192.0,88.5,98.5,591.5,98.5,196.0,465.5,93.5,588.0,183.0
m-a-d-n-e-s-s.csv,94.5,58.5,95.5,1399.5,279.0,64.5,82.5,30.5,292.0,296.5
mob-sen-plat.csv,192.0,194.0,98.5,983.5,98.5,196.0,292.5,93.5,489.0,283.5
raygina.csv,192.0,0.0,95.5,688.5,97.5,195.0,79.5,90.5,91.5,183.0
st-filteredstatistics.csv,98.5,181.0,98.5,1082.5,98.5,196.0,292.5,193.0,489.0,283.5
upp-mirror.csv,94.5,0.0,98.5,491.5,98.5,367.0,183.0,98.5,92.5,380.0
wishmaster.csv,94.5,261.5,98.5,590.0,98.5,196.0,275.5,193.0,170.0,283.5
yarp.csv,98.5,0.0,96.5,295.5,238.5,196.0,187.0,98.5,390.5,89.5
