,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.49,0.5,0.57,0.57
jajuk.csv,0.27,0.52,0.64,0.62
vapor.csv,0.75,1.0,0.53,0.6
zorannt.csv,0.54,0.38,0.66,0.68
