,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,plato.csv,onotoa.csv,rodin-b-sharp.csv,gwanted.csv,proftp.csv,echongl.csv,xpontus.csv,unicase.csv,uclmda.csv,google-web-toolkit.csv,findbugs.csv,codesmith.csv
codesmith.csv,0.38,1.0,0.14,0.81,0.81,0.81,0.39,0.18,0.62,0.81,0.0,0.83,0.85,0.6,0.39,1.0
echongl.csv,0.23,0.98,0.09,0.53,0.86,0.83,0.44,0.19,0.38,1.0,0.02,0.74,0.84,0.61,0.42,0.62
findbugs.csv,0.53,0.98,0.25,0.66,0.83,0.86,0.2,0.2,0.45,0.72,0.0,0.73,0.9,0.67,1.0,0.74
google-web-toolkit.csv,0.19,1.0,0.18,0.75,0.88,0.9,0.26,0.31,0.27,1.0,0.0,0.8,0.86,1.0,0.2,0.69
gwanted.csv,0.38,0.98,0.18,0.62,0.88,0.87,0.43,1.0,0.33,0.88,0.0,0.67,0.81,0.67,0.6,0.8
ivatamasks.csv,0.37,0.99,0.14,0.99,0.79,0.82,0.36,0.21,0.67,0.71,0.01,0.75,0.98,0.64,0.35,0.66
onotoa.csv,0.35,0.99,0.11,0.66,0.77,0.99,0.36,0.16,0.41,0.74,0.01,0.71,0.98,0.57,0.41,0.8
orc.csv,0.06,1.0,1.0,0.89,0.86,0.83,0.36,0.19,0.67,0.68,0.0,0.74,0.69,0.6,0.44,0.74
plato.csv,0.17,0.98,0.1,0.67,1.0,0.79,0.38,0.17,0.45,0.72,0.01,0.72,0.97,0.55,0.35,0.67
proftp.csv,0.5,1.0,0.13,0.84,0.82,0.92,0.34,0.25,1.0,0.81,0.0,0.82,0.97,0.6,0.46,0.77
rodin-b-sharp.csv,0.0,1.0,0.23,0.65,0.86,0.89,1.0,0.19,0.33,0.77,0.0,0.7,0.0,0.53,0.56,0.67
uclmda.csv,0.65,1.0,0.1,0.62,0.71,0.79,0.37,0.14,0.45,0.65,0.0,0.78,1.0,0.6,0.33,0.71
umber.csv,0.95,1.0,0.07,0.72,0.76,0.92,0.42,0.21,0.42,0.72,0.0,0.83,0.97,0.59,0.32,0.57
unicase.csv,0.4,1.0,0.12,0.63,0.97,0.81,0.42,0.2,0.33,0.8,0.01,0.99,0.85,0.61,0.4,0.78
wpdev.csv,0.26,1.0,0.1,0.68,0.84,0.82,0.37,0.17,0.45,0.72,0.01,0.72,0.96,0.59,0.38,0.67
