,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,ng4j.csv,jmule.csv
fritzing.csv,0.73,0.59,0.72,0.59,0.85,0.02,0.42,0.0
jlinalg.csv,0.86,0.35,0.5,0.54,0.7,0.02,0.32,0.62
jmule.csv,0.74,0.61,0.71,0.73,0.9,0.03,0.64,0.85
knowledge.csv,0.86,0.58,0.66,0.57,0.91,0.02,0.45,0.64
massiv.csv,0.21,0.36,0.43,0.0,0.0,0.33,0.18,0.28
ng4j.csv,0.36,0.15,0.61,0.47,0.35,0.08,0.46,0.63
playerstage.csv,0.72,0.58,0.71,0.71,0.84,0.02,0.57,0.32
superwaba.csv,0.42,0.69,0.56,0.42,0.65,0.02,0.41,0.61
