,selenium.csv,cities3d.csv,levent.csv,xemeiah.csv,bwapi.csv,img-browse-sort.csv,somap.csv,pnotepad.csv
bwapi.csv,0.2,0.57,0.87,0.5,0.03,0.45,0.33,0.6
cities3d.csv,0.87,0.0,0.91,0.03,1.0,0.71,0.83,0.8
img-browse-sort.csv,0.48,0.71,0.13,0.44,0.03,0.0,0.67,0.6
levent.csv,0.2,0.58,0.04,0.53,0.61,0.71,0.5,0.4
pnotepad.csv,0.54,0.88,0.78,0.73,0.72,1.0,1.0,0.0
selenium.csv,0.0,0.33,0.17,0.09,0.31,0.18,0.33,0.0
somap.csv,1.0,0.99,1.0,1.0,1.0,0.97,0.0,0.5
xemeiah.csv,0.22,0.26,0.3,0.0,0.42,0.32,0.33,0.2
