,selenium.csv,cities3d.csv,levent.csv,xemeiah.csv,bwapi.csv,img-browse-sort.csv,somap.csv,pnotepad.csv
bwapi.csv,0.46,0.51,0.4,0.58,0.99,0.54,0.22,0.58
cities3d.csv,0.38,0.96,0.32,0.12,0.0,0.46,0.48,0.5
img-browse-sort.csv,0.56,0.56,0.52,0.59,0.22,1.0,0.45,0.48
levent.csv,0.36,0.68,0.99,0.65,0.52,0.58,0.34,0.62
pnotepad.csv,0.63,0.4,0.56,0.62,0.55,0.0,0.0,0.98
selenium.csv,0.96,0.59,0.1,0.39,0.25,0.5,0.36,0.45
somap.csv,0.0,0.05,0.0,0.0,0.0,0.13,1.0,0.71
xemeiah.csv,0.54,0.69,0.43,0.98,0.39,0.56,0.3,0.46
