,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,1.0,7.0,0.0,2.0,1.0
n2cms.csv,0.0,5.0,0.0,10.0,1.0
nassp.csv,3.0,7.0,7.0,5.0,0.0
nug.csv,6.0,12.0,0.0,9.0,1.0
oorexx.csv,1.0,9.0,10.0,4.0,0.0
