,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.18,0.18,0.25,0.21,0.18
n2cms.csv,0.23,0.18,0.26,0.29,0.31
nassp.csv,0.2,0.2,0.17,0.19,0.13
nug.csv,0.37,0.19,0.26,0.29,0.34
oorexx.csv,0.25,0.19,0.17,0.22,0.2
