,0,1,2,3,4,5
rectracker.csv,[1.0],[0.0],[0.0],[0.0],[0.0],[0.0]
dynalloy.csv,[0.22],[0.11],[0.0],[0.22],[0.11],[0.22]
mpqc.csv,[0.08],[0.42],[0.0],[0.67],[0.17],[0.67]
thout.csv,[0.0],[0.46],[0.0],[0.46],[0.0],[0.38]
sabbu.csv,[0.0],[0.17],[0.0],[0.17],[0.83],[0.17]
unladen-swallow.csv,[0.1],[0.24],[0.0],[0.23],[0.01],[0.24]
powerfolder-.csv,[0.4],[0.0],[0.0],[0.0],[0.2],[0.2]
barracudamvc.csv,[0.0],[0.67],[0.0],[0.67],[0.0],[0.67]
nutz.csv,[0.11],[0.26],[0.05],[0.16],[0.0],[0.21]
apolloplayer.csv,[0.0],[0.14],[0.0],[0.14],[0.0],[0.29]
vxl.csv,[0.0],[0.5],[0.0],[0.36],[0.0],[0.43]
fbmanager.csv,[0.33],[0.0],[0.0],[0.0],[0.0],[0.0]
olsrd.csv,[0.0],[0.25],[0.0],[0.5],[0.25],[0.5]
jajuk.csv,[0.33],[0.27],[0.07],[0.27],[0.47],[0.2]
sqlpower-library.csv,[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
heekscad.csv,[0.14],[0.29],[0.0],[0.29],[0.0],[0.29]
zorannt.csv,[0.0],[0.5],[0.0],[0.36],[0.0],[0.43]
emftriple.csv,[0.6],[0.0],[0.6],[0.0],[0.07],[0.0]
jicarilla.csv,[0.0],[0.0],[0.6],[0.0],[0.0],[0.0]
sevenupdate.csv,[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
nuttx.csv,[0.0],[1.0],[0.0],[1.0],[0.0],[0.0]
psrchive.csv,[0.38],[0.5],[0.0],[0.38],[0.0],[0.62]
jvcl.csv,[0.0],[0.36],[0.0],[0.5],[0.0],[0.43]
kdenlive.csv,[0.33],[0.33],[0.0],[0.33],[0.0],[0.67]
hatari.csv,[0.25],[1.0],[0.0],[0.75],[0.5],[0.5]
maidsafe-dht.csv,[0.4],[0.2],[0.0],[0.2],[0.0],[0.2]
brlcad.csv,[0.0],[0.42],[0.11],[0.41],[0.12],[0.43]
opentibia.csv,[0.0],[0.5],[0.0],[0.0],[0.0],[0.0]
plee-the-bear.csv,[0.71],[0.21],[0.0],[0.27],[0.0],[0.23]
xcsoar.csv,[0.0],[0.17],[0.0],[0.17],[0.0],[0.17]
vapor.csv,[0.0],[0.33],[0.0],[0.33],[0.0],[0.33]
reaper-ecad.csv,[0.0],[0.12],[0.0],[0.19],[0.0],[0.19]
jmri.csv,[0.0],[0.27],[0.0],[0.27],[0.08],[0.27]
igarden.csv,[0.0],[0.14],[0.0],[0.0],[0.0],[0.14]
mb-unit.csv,[0.83],[0.75],[0.0],[0.67],[0.0],[0.5]
ossim.csv,[0.17],[0.17],,,,
jlinalg.csv,[0.5],[0.5],[0.0],[0.5],[0.0],[0.5]
megasquirtavr.csv,[0.7],[0.3],[0.1],[0.3],,
psycle.csv,[0.0],[0.67],[0.0],[0.67],[0.0],[0.67]
beast-mcmc.csv,[0.25],[0.12],[0.12],[0.19],[0.19],[0.31]
ikvm.csv,[0.0],[0.25],[0.0],[0.25],[0.0],[0.25]
bscwweasel.csv,[0.07],[0.47],[0.4],[0.53],[0.07],[0.47]
zact.csv,[0.08],[0.15],[0.08],[0.31],[0.15],[0.31]
zscreen.csv,[0.0],[0.67],[0.0],[0.67],[0.0],[0.67]
sarasvati.csv,[0.0],[0.33],[0.07],[0.33],[0.0],[0.33]
flylegacy.csv,[0.8],[0.4],[0.0],[0.2],[0.0],[0.4]
nullc.csv,[0.0],[0.5],[0.0],[0.0],[0.0],[0.0]
dvt.csv,[0.0],[0.2],[0.0],[0.2],[0.1],[0.2]
retromenu.csv,[1.0],[0.6],[1.0],[0.8],[0.2],[0.8]
jatlas.csv,[0.0],[0.17],[0.0],[0.17],[0.0],[0.17]
liferea.csv,[0.0],[0.2],[0.0],[0.4],[0.4],[0.4]
array4j.csv,[0.0],[0.2],[0.0],[0.4],[0.0],[0.2]
go.csv,[0.0],[0.0],[0.0],[0.0],[1.0],[0.0]
zealos.csv,[0.0],[0.33],[0.56],[0.11],[0.56],[0.33]
ns-3.csv,[0.0],[0.62],[0.0],[0.5],[0.0],[0.38]
nug.csv,[0.0],[0.4],[0.0],[0.4],[0.0],[0.8]
critterding.csv,[0.0],[0.17],[0.0],[0.33],[0.0],[0.33]
optalgtoolkit.csv,[0.33],[0.67],[0.0],[0.67],[0.0],[0.67]
kwave.csv,[0.0],[0.4],[0.0],[0.4],[0.0],[0.0]
superwaba.csv,[0.0],[0.0],[0.0],[0.0],[0.0],[0.1]
ltp.csv,[0.0],[0.53],[0.0],[0.53],[0.0],[0.47]
pdfedit.csv,[0.0],[0.33],[0.0],[0.33],[0.0],[0.33]
blogentis.csv,[1.0],[0.56],[0.0],[0.44],[0.0],[0.33]
mclient-mume.csv,[0.0],[0.5],[0.0],[0.5],[0.0],[0.5]
firebird.csv,[0.38],[0.25],[0.0],[0.31],[0.0],[0.31]
