,f1,g,recall,precision,pf,wins
algebsql.csv,0.38,0.44,0.535,0.51,0.69,4
galaxium.csv,0.505,0.535,0.55,0.52,0.47,14
hydrate.csv,0.445,0.45,0.44,0.48,0.36,9
ivef-sdk.csv,0.38,0.41000000000000003,0.5,0.41000000000000003,0.53,3
jmri.csv,0.32,0.315,0.295,0.5,0.2,6
jython.csv,0.58,0.505,0.765,0.53,0.77,11
kdenlive.csv,0.51,0.575,0.655,0.45999999999999996,0.58,12
ninject.csv,0.45999999999999996,0.46499999999999997,0.42500000000000004,0.5549999999999999,0.4,10
ondex.csv,0.335,0.28500000000000003,0.275,0.48,0.185,5
opentibia.csv,0.44999999999999996,0.44,0.43999999999999995,0.55,0.25,13
runuomondains.csv,0.37,0.33499999999999996,0.29000000000000004,0.435,0.185,7
somap.csv,0.56,0.3,0.92,0.475,0.92,8
taverna.csv,0.295,0.235,0.2,0.555,0.17,2
tigermud.csv,0.32999999999999996,0.4,0.42000000000000004,0.30000000000000004,0.36,1
unbvision.csv,0.435,0.54,0.57,0.5,0.39,15
x-ray-mule.csv,0.21500000000000002,0.22,0.19,0.275,0.26,0
