,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,galaxium.csv,runuomondains.csv,somap.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv
algebsql.csv,0.38,0.44,0.52,0.56,0.45,0.55,0.86,0.05,0.48,0.2,0.13,0.07,0.44,0.13,0.0,0.48
galaxium.csv,0.52,0.45,0.47,0.3,0.5,0.08,0.72,0.72,0.58,0.79,0.6,0.76,0.51,0.43,0.57,0.55
hydrate.csv,0.49,0.52,0.52,0.2,0.25,0.07,0.64,0.05,0.45,0.41,0.71,0.45,0.15,0.57,0.45,0.68
ivef-sdk.csv,0.58,0.61,0.6,0.68,0.48,1.0,0.26,0.06,0.53,0.33,0.0,0.0,0.49,0.33,0.34,0.0
jmri.csv,0.44,0.28,0.63,0.2,0.17,0.23,0.51,0.55,0.48,0.27,0.43,0.35,0.43,0.17,0.24,0.25
jython.csv,0.55,0.49,0.59,0.36,0.32,0.55,0.13,0.86,0.54,0.56,0.52,0.0,0.64,0.49,0.21,0.47
kdenlive.csv,0.72,0.6,0.55,0.4,0.67,0.41,0.36,0.05,0.76,0.64,0.61,0.55,0.6,0.53,0.55,0.69
ninject.csv,0.2,0.31,0.56,0.49,0.25,0.52,0.49,0.11,0.2,0.56,0.29,0.44,0.14,0.53,0.96,0.64
ondex.csv,0.47,0.29,0.52,0.52,0.05,0.0,0.28,0.23,0.35,0.2,0.64,0.25,0.52,0.17,0.45,0.27
opentibia.csv,0.39,0.77,0.45,0.51,0.54,0.04,0.43,0.62,0.09,0.38,0.5,0.37,0.28,0.2,0.45,0.54
runuomondains.csv,0.29,0.24,0.53,0.09,0.18,0.12,0.24,0.84,0.45,0.42,0.76,0.38,0.28,0.23,0.45,0.6
somap.csv,0.13,0.3,0.52,0.46,0.47,0.0,0.47,0.0,0.0,0.3,0.27,0.86,0.32,0.0,0.52,0.0
taverna.csv,0.22,0.21,0.24,0.2,0.75,0.11,0.71,0.27,0.24,0.3,0.55,0.17,0.47,0.23,0.0,0.15
tigermud.csv,0.3,0.4,0.54,0.0,0.47,0.0,0.14,0.37,0.0,0.4,0.53,0.55,0.34,0.66,0.64,0.6
unbvision.csv,0.62,0.5,0.46,0.4,0.33,0.0,0.42,0.79,0.78,0.58,0.72,0.18,0.62,0.33,0.75,0.65
x-ray-mule.csv,0.21,0.16,0.13,0.81,0.51,0.0,0.07,0.06,0.47,0.23,0.0,0.48,0.43,0.27,0.23,0.0
