,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,galaxium.csv,runuomondains.csv,somap.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv
algebsql.csv,0.93,0.88,0.65,0.55,0.86,0.78,0.17,0.99,0.81,0.87,0.97,0.94,0.86,0.89,1.02,0.85
galaxium.csv,0.56,0.63,0.68,0.99,0.64,1.05,0.63,0.33,0.63,0.26,0.6,0.28,0.76,0.89,0.66,0.66
hydrate.csv,0.61,0.54,0.72,0.87,0.83,1.3,0.57,1.09,0.72,0.67,0.49,0.6,0.88,0.66,0.6,0.55
ivef-sdk.csv,0.76,0.52,0.64,0.7,0.79,0.0,0.97,0.95,0.8,0.87,1.0,1.1,0.69,0.79,0.99,1.0
jmri.csv,0.62,0.76,0.51,0.95,1.0,0.81,0.75,0.51,0.58,0.8,0.65,0.93,0.67,0.86,0.8,0.82
jython.csv,0.8,0.83,0.57,0.9,0.96,0.8,0.97,0.21,0.79,0.74,0.81,1.05,0.66,0.75,0.95,0.85
kdenlive.csv,0.43,0.58,0.6,0.92,0.63,0.86,0.78,0.99,0.59,0.6,0.76,0.67,0.75,0.7,0.71,0.68
ninject.csv,0.99,0.92,0.73,0.67,0.87,0.81,0.58,0.91,0.94,0.77,0.81,0.68,0.92,0.57,0.18,0.58
ondex.csv,0.6,0.75,0.61,0.61,0.98,1.01,0.82,0.96,0.7,0.83,0.45,0.81,0.57,0.87,0.62,0.84
opentibia.csv,0.71,0.33,0.62,0.59,0.69,0.97,0.86,0.46,0.93,0.73,0.71,0.68,0.79,0.96,0.62,0.79
runuomondains.csv,0.75,0.8,0.57,0.95,0.92,1.26,0.85,0.26,0.6,0.65,0.3,0.67,0.78,0.83,0.61,0.58
somap.csv,0.98,0.92,0.81,0.85,0.85,1.09,0.84,1.0,1.0,0.92,0.94,0.17,0.92,1.0,0.82,1.0
taverna.csv,0.82,0.82,0.81,0.86,0.34,0.95,0.53,1.08,0.8,0.77,0.51,0.86,0.6,0.83,1.0,0.88
tigermud.csv,0.89,0.84,0.75,1.02,0.66,1.0,0.91,0.95,1.0,0.75,0.59,0.51,0.78,0.53,0.43,0.75
unbvision.csv,0.5,0.58,0.64,0.85,0.81,1.09,0.81,0.35,0.35,0.57,0.61,0.86,0.74,0.75,0.45,0.54
x-ray-mule.csv,0.85,0.87,0.91,0.37,0.71,1.0,0.98,0.95,0.86,0.86,1.0,0.73,0.69,0.78,0.88,1.0
