,reactos-mirror.csv,qgo.csv,kmatplot.csv,nh3d.csv,taokgame.csv,mcore3d.csv,applet2app.csv,gbif-providertoolkit.csv,htmlunit.csv,qtwin.csv,unbvision.csv,wishmaster.csv,autat.csv,all-plasm.csv,acdk.csv,autowikibrowser.csv,uwom.csv
acdk.csv,0.11,0.73,0.48,0.0,0.2,0.16,0.48,0.5,0.39,0.5,0.23,0.14,0.06,0.29,0.93,0.27,0.29
all-plasm.csv,0.49,0.6,0.55,1.0,0.9,0.58,0.53,0.5,0.32,0.33,0.57,0.5,0.25,1.0,0.3,0.52,0.65
applet2app.csv,0.67,0.87,0.48,0.75,0.6,0.56,0.96,0.86,0.7,0.33,0.53,0.36,0.38,0.86,0.71,0.8,0.4
autat.csv,0.29,0.5,0.48,1.0,0.0,0.17,0.28,0.21,0.51,1.0,0.27,0.57,0.81,0.24,0.45,0.25,0.37
autowikibrowser.csv,0.48,0.73,0.69,0.75,0.1,0.38,0.56,0.57,0.68,1.0,0.53,0.64,0.44,0.29,0.75,0.95,0.63
gbif-providertoolkit.csv,0.08,0.1,0.31,0.0,0.6,0.12,0.27,0.86,0.11,0.5,0.23,0.21,0.25,0.19,0.09,0.41,0.34
htmlunit.csv,0.22,0.3,0.31,0.0,0.3,0.09,0.29,0.14,0.94,0.67,0.07,0.0,0.06,0.24,0.52,0.27,0.15
kmatplot.csv,0.25,0.23,0.9,0.25,0.2,0.14,0.2,0.36,0.18,0.5,0.13,0.21,0.06,0.1,0.3,0.25,0.29
mcore3d.csv,0.65,0.3,0.28,0.5,0.4,0.99,0.62,0.71,0.49,0.17,0.27,0.43,0.44,0.95,0.16,0.82,0.5
nh3d.csv,0.02,0.0,0.17,1.0,0.6,0.08,0.14,0.0,0.02,0.17,0.07,0.14,0.06,0.1,0.0,0.0,0.24
qgo.csv,0.45,0.97,0.62,0.25,0.5,0.51,0.48,0.64,0.69,1.0,0.5,0.5,0.56,0.52,0.69,0.59,0.49
qtwin.csv,0.0,0.1,0.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
reactos-mirror.csv,0.94,0.93,0.72,0.75,0.8,0.6,0.82,0.86,0.77,1.0,0.7,0.57,0.81,0.9,0.86,0.8,0.76
taokgame.csv,0.01,0.2,0.1,0.0,1.0,0.1,0.63,0.14,0.02,0.5,0.27,0.0,0.75,0.48,0.06,0.07,0.25
unbvision.csv,0.44,0.87,0.62,1.0,0.6,0.27,0.55,0.5,0.51,0.83,1.0,0.29,0.31,0.52,0.21,0.39,0.42
uwom.csv,0.86,0.67,0.48,1.0,0.3,0.37,0.46,0.64,0.51,0.83,0.13,0.14,0.44,0.43,0.77,0.45,0.96
wishmaster.csv,0.43,0.5,0.28,0.25,0.5,0.31,0.18,0.21,0.24,0.33,0.03,1.0,0.19,0.19,0.26,0.3,0.09
