,reactos-mirror.csv,qgo.csv,kmatplot.csv,nh3d.csv,taokgame.csv,mcore3d.csv,applet2app.csv,gbif-providertoolkit.csv,htmlunit.csv,qtwin.csv,unbvision.csv,wishmaster.csv,autat.csv,all-plasm.csv,acdk.csv,autowikibrowser.csv,uwom.csv
acdk.csv,1.0,8.0,0.0,355.0,2.0,1.0,4.0,2.0,7.0,317.0,7.0,0.0,3.0,0.0,0.0,4.0,6.0
all-plasm.csv,0.0,11.0,0.0,0.0,2.0,0.0,8.0,3.0,26.0,1115.0,4.0,17.0,6.0,0.0,3.0,15.0,39.0
applet2app.csv,0.0,9.0,17.0,0.0,2.0,0.0,0.0,2.0,13.0,602.0,4.0,8.0,8.0,0.0,0.0,14.0,16.0
autat.csv,0.0,6.0,24.0,0.0,91.0,1.0,1.0,8.0,11.0,636.0,0.0,2.0,0.0,0.0,29.0,0.0,0.0
autowikibrowser.csv,0.0,0.0,3.0,0.0,1.0,0.0,1.0,15.0,4.0,361.0,2.0,3.0,2.0,2.0,31.0,0.0,11.0
gbif-providertoolkit.csv,0.0,0.0,0.0,355.0,1.0,0.0,1.0,0.0,9.0,35.0,6.0,4.0,3.0,0.0,9.0,2.0,0.0
htmlunit.csv,2.0,2.0,22.0,355.0,2.0,0.0,0.0,2.0,0.0,258.0,3.0,74.0,4.0,0.0,12.0,0.0,1.0
kmatplot.csv,0.0,2.0,0.0,8.0,5.0,1.0,0.0,0.0,8.0,468.0,0.0,4.0,5.0,0.0,4.0,0.0,3.0
mcore3d.csv,0.0,5.0,8.0,60.0,8.0,0.0,11.0,0.0,16.0,738.0,10.0,6.0,22.0,1.0,10.0,2.0,8.0
nh3d.csv,0.0,64.0,8.0,0.0,1.0,1.0,2.0,80.0,0.0,100.0,1.0,1.0,4.0,0.0,367.0,97.0,2.0
qgo.csv,1.0,0.0,0.0,204.0,0.0,0.0,11.0,6.0,1.0,363.0,2.0,2.0,0.0,0.0,15.0,1.0,0.0
qtwin.csv,875.0,0.0,155.0,355.0,91.0,177.0,0.0,80.0,276.0,0.0,114.0,74.0,83.0,50.0,367.0,97.0,0.0
reactos-mirror.csv,0.0,7.0,2.0,0.0,10.0,3.0,8.0,3.0,27.0,1597.0,3.0,6.0,4.0,1.0,3.0,6.0,44.0
taokgame.csv,0.0,0.0,0.0,355.0,0.0,1.0,8.0,4.0,1.0,304.0,1.0,74.0,5.0,1.0,4.0,3.0,0.0
unbvision.csv,0.0,9.0,45.0,0.0,7.0,1.0,3.0,0.0,19.0,392.0,0.0,2.0,1.0,0.0,48.0,17.0,12.0
uwom.csv,0.0,6.0,30.0,0.0,2.0,0.0,2.0,2.0,3.0,602.0,4.0,2.0,1.0,0.0,58.0,9.0,0.0
wishmaster.csv,0.0,7.0,8.0,2.0,2.0,0.0,1.0,0.0,8.0,213.0,0.0,0.0,2.0,2.0,50.0,16.0,10.0
