,reactos-mirror.csv,qgo.csv,kmatplot.csv,nh3d.csv,taokgame.csv,mcore3d.csv,applet2app.csv,gbif-providertoolkit.csv,htmlunit.csv,qtwin.csv,unbvision.csv,wishmaster.csv,autat.csv,all-plasm.csv,acdk.csv,autowikibrowser.csv,uwom.csv
acdk.csv,0.99,0.37,0.84,0.89,0.88,0.96,0.59,0.93,0.72,0.78,0.82,0.67,0.8,0.88,0.56,0.82,0.96
all-plasm.csv,0.71,0.52,0.55,0.61,0.76,0.67,0.68,0.8,0.79,0.83,0.77,0.64,0.72,0.62,0.82,0.64,0.64
applet2app.csv,0.45,0.44,0.61,0.9,0.41,0.55,0.63,0.39,0.4,0.7,0.62,0.44,0.59,0.33,0.49,0.44,0.57
autat.csv,0.67,0.54,0.62,0.6,0.93,0.97,0.75,0.87,0.51,0.64,0.94,0.62,0.92,0.56,0.67,0.8,0.82
autowikibrowser.csv,0.53,0.41,0.46,0.67,0.53,0.51,0.44,0.46,0.38,0.5,0.5,0.43,0.47,0.42,0.42,0.48,0.42
gbif-providertoolkit.csv,0.98,0.86,0.96,0.95,0.94,0.94,0.83,0.92,0.96,0.99,0.86,0.9,0.64,0.75,0.95,0.65,0.88
htmlunit.csv,0.78,0.73,0.78,0.96,0.73,0.93,0.71,0.89,0.6,0.81,0.86,0.67,0.89,0.88,0.68,0.78,0.99
kmatplot.csv,0.64,0.89,0.88,0.9,0.94,0.96,1.0,0.93,0.97,0.86,0.75,0.8,0.83,0.83,0.92,0.88,0.77
mcore3d.csv,0.45,0.67,0.8,0.44,0.5,0.46,0.51,0.43,0.49,0.62,0.67,0.59,0.43,0.31,0.99,0.39,0.5
nh3d.csv,0.91,0.0,0.95,0.75,0.91,0.92,0.99,0.0,0.5,0.99,0.67,0.9,0.8,0.5,0.86,0.75,0.98
qgo.csv,0.46,0.45,0.5,0.46,0.52,0.44,0.53,0.52,0.42,0.53,0.66,0.41,0.52,0.45,0.47,0.44,0.54
qtwin.csv,0.0,0.67,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.8
reactos-mirror.csv,0.65,0.37,0.43,0.63,0.39,0.47,0.48,0.39,0.43,0.53,0.57,0.49,0.41,0.33,0.46,0.4,0.42
taokgame.csv,0.93,0.69,0.89,0.0,0.9,0.93,0.54,0.83,0.88,0.91,0.81,0.89,0.48,0.68,0.93,0.88,0.99
unbvision.csv,0.55,0.36,0.46,0.72,0.45,0.7,0.5,0.46,0.59,0.57,0.71,0.59,0.79,0.44,0.81,0.64,0.71
uwom.csv,0.45,0.54,0.56,0.51,0.5,0.61,0.59,0.62,0.54,0.63,0.92,0.92,0.6,0.56,0.51,0.6,0.81
wishmaster.csv,0.58,0.58,0.78,0.94,0.63,0.74,1.0,0.77,0.98,1.0,0.86,0.93,0.92,0.65,0.81,0.79,0.98
