,recall,precision,pf,wins
abbot.csv,0.82,0.42,0.7,180
acdk.csv,0.44,0.52,0.24,594
acegisecurity.csv,0.64,0.44,0.48,370
adaptagrams.csv,0.4,0.5,0.22,584
adobe-source.csv,0.5,0.46,0.34,484
adonthell.csv,0.52,0.38,0.47,229
agilitybook.csv,0.41,0.4,0.39,275
aime.csv,0.29,0.35,0.28,289
alembik.csv,0.27,0.56,0.13,607
algebsql.csv,0.38,0.33,0.5,85
all-plasm.csv,0.33,0.42,0.29,391
alleg.csv,0.5,0.4,0.43,280
alpine.csv,0.72,0.41,0.6,223
alsa.csv,0.67,0.45,0.5,376
amanda.csv,0.53,0.45,0.42,384
amateur-scrolls.csv,0.2,0.35,0.15,411
ambulant.csv,0.65,0.4,0.64,126
amygdala.csv,0.4,0.41,0.37,308
anaxagora.csv,0.63,0.43,0.49,331
apolloplayer.csv,0.57,0.42,0.44,351
applet2app.csv,0.58,0.5,0.35,548
archive-crawler.csv,0.43,0.42,0.35,379
ardour.csv,0.52,0.51,0.3,576
arianne.csv,0.95,0.38,0.93,24
arm-webradio.csv,0.4,0.4,0.37,297
array4j.csv,0.58,0.36,0.62,89
arsenal-1.csv,0.25,0.48,0.17,547
atlc.csv,0.69,0.39,0.67,107
atomsite.csv,0.72,0.42,0.64,190
atunes.csv,0.6,0.43,0.47,340
auber.csv,0.81,0.41,0.72,132
aubit4gl.csv,0.14,0.39,0.13,446
autat.csv,0.29,0.48,0.18,555
autofac.csv,0.58,0.44,0.45,370
autoopencas.csv,0.3,0.28,0.45,67
autowikibrowser.csv,0.67,0.46,0.49,393
avifile.csv,0.45,0.36,0.5,139
avisynth2.csv,0.03,0.3,0.02,424
awemud.csv,0.57,0.46,0.39,458
azureus.csv,0.86,0.4,0.81,78
baadengine.csv,0.89,0.42,0.77,129
bacnet.csv,0.45,0.45,0.34,431
bacula.csv,0.73,0.42,0.59,250
badtrinity-zero.csv,0.45,0.44,0.33,434
badtrinitycore.csv,0.35,0.44,0.26,466
barracudamvc.csv,0.93,0.36,0.97,1
bdbbasic.csv,0.46,0.41,0.36,378
beast-mcmc.csv,0.74,0.45,0.57,310
benojt.csv,1.0,0.38,1.0,6
betoffice.csv,0.71,0.34,0.83,3
bibedt.csv,0.54,0.45,0.39,428
bibletime.csv,0.7,0.43,0.54,300
bigdata.csv,0.44,0.41,0.38,329
biodwh.csv,0.31,0.51,0.16,596
bionote.csv,0.35,0.51,0.19,591
biopax.csv,1.0,0.38,1.0,6
blogentis.csv,0.51,0.37,0.64,58
bloodycore.csv,0.2,0.4,0.18,427
bnetd.csv,0.77,0.41,0.69,150
bochs.csv,0.72,0.39,0.63,174
boost.csv,0.61,0.46,0.44,418
botsnscouts.csv,0.64,0.47,0.42,481
brlcad.csv,0.28,0.47,0.18,544
bscwweasel.csv,0.27,0.47,0.17,550
buddata-ebxml-registry.csv,0.97,0.38,0.94,25
bullet.csv,0.61,0.39,0.58,165
bulmages.csv,0.17,0.33,0.12,410
bwapi.csv,0.96,0.38,0.96,12
bzbyte.csv,0.22,0.1,0.17,153
calcubetimer.csv,0.72,0.39,0.61,198
capcode.csv,0.58,0.38,0.58,141
carabiner.csv,0.69,0.44,0.53,325
cascading.csv,0.69,0.43,0.52,331
chaosrts.csv,0.53,0.42,0.42,351
chaperon.csv,0.4,0.36,0.44,183
checker-framework.csv,0.86,0.39,0.81,70
chipster.csv,0.15,0.38,0.12,456
chrysalis.csv,0.48,0.5,0.29,558
cities3d.csv,0.27,0.39,0.2,433
clamav.csv,0.74,0.42,0.6,244
cleartk.csv,0.74,0.4,0.65,171
cme.csv,0.0,0.0,0.0,132
co-ode-owl-plugins.csv,0.5,0.4,0.46,250
codeblocks.csv,0.63,0.46,0.42,458
codepurge.csv,0.53,0.45,0.41,398
codesmith.csv,0.65,0.38,0.66,96
columba.csv,0.65,0.45,0.45,420
coot.csv,0.5,0.35,0.48,185
cornerstone.csv,0.26,0.53,0.12,604
cortex-vfx.csv,0.38,0.51,0.23,576
crisscross.csv,0.94,0.38,0.91,30
critterding.csv,0.88,0.38,0.85,51
crux-framework.csv,0.27,0.42,0.23,430
ctrlr.csv,0.24,0.28,0.33,144
cubefs.csv,0.53,0.39,0.48,231
customsagetv.csv,0.15,0.5,0.09,588
customwars.csv,0.52,0.49,0.33,533
dataobjectsdotnet.csv,0.65,0.41,0.54,258
delphilhlplib.csv,0.67,0.43,0.52,309
doomlegacy.csv,0.73,0.46,0.59,284
dspace-gsoc.csv,0.71,0.44,0.55,307
dsworkbench.csv,0.08,0.33,0.07,421
dvd-create.csv,0.73,0.42,0.6,237
dvt.csv,0.32,0.44,0.24,475
dxengine.csv,0.35,0.38,0.31,331
dynalloy.csv,0.64,0.39,0.6,158
echongl.csv,0.5,0.43,0.41,361
elateportal.csv,0.58,0.4,0.5,249
electric-core.csv,0.76,0.43,0.6,266
elmo.csv,0.29,0.44,0.23,466
elvishrayrenderer.csv,0.35,0.38,0.33,295
emeraldemu.csv,0.44,0.48,0.3,512
emftriple.csv,0.15,0.26,0.23,189
emisview.csv,0.2,0.43,0.11,543
emite.csv,0.27,0.45,0.2,501
emono.csv,0.69,0.4,0.67,118
empserver.csv,0.76,0.4,0.68,147
empyrean.csv,0.0,0.0,0.0,132
encog-cs.csv,0.79,0.37,0.8,47
encog-java.csv,0.08,0.41,0.05,528
enzo.csv,0.94,0.38,0.92,26
esmf.csv,0.67,0.43,0.56,262
etics.csv,0.4,0.53,0.21,600
exist.csv,0.94,0.4,0.91,41
exl.csv,0.51,0.41,0.45,273
exordium.csv,0.62,0.46,0.43,437
extprosys.csv,0.78,0.38,0.75,82
factor.csv,0.15,0.43,0.09,541
fbmanager.csv,0.01,0.04,0.0,178
fceugc.csv,0.4,0.39,0.4,256
ffigo.csv,0.2,0.39,0.18,416
fido.csv,0.0,0.0,0.0,132
findbugs.csv,0.61,0.43,0.46,366
firebird.csv,0.82,0.44,0.69,207
firebreath.csv,0.55,0.48,0.37,491
fityk.csv,0.66,0.44,0.48,381
fleet-simulator.csv,0.87,0.4,0.78,102
flexpay.csv,0.43,0.38,0.4,261
fltk.csv,0.61,0.44,0.47,363
fluent-nhibernate.csv,0.32,0.5,0.2,565
flylegacy.csv,0.57,0.43,0.42,389
flylinkdc.csv,0.82,0.4,0.74,112
fmri-dmt.csv,0.58,0.33,0.69,31
fontforge.csv,0.92,0.4,0.84,78
forester-atv.csv,0.17,0.42,0.13,498
foursquared.csv,0.14,0.4,0.09,505
free-evolution.csv,0.53,0.42,0.42,351
freebios.csv,0.44,0.35,0.51,114
freedom-erp.csv,0.12,0.33,0.1,407
freelords.csv,0.76,0.42,0.63,218
freenet.csv,0.87,0.38,0.86,39
freewrl.csv,0.75,0.4,0.65,179
fritzing.csv,0.55,0.47,0.36,496
frogatto.csv,0.83,0.41,0.69,187
ftm.csv,0.24,0.6,0.1,613
fulguro.csv,0.54,0.33,0.55,104
gabel.csv,0.34,0.54,0.18,602
galaxium.csv,0.6,0.49,0.39,509
gamestone.csv,0.19,0.36,0.2,358
gbif-indexingtoolkit.csv,0.36,0.37,0.39,221
gbif-providertoolkit.csv,0.32,0.4,0.25,412
gdis.csv,0.61,0.42,0.52,265
gebr.csv,0.96,0.39,0.91,43
genecys.csv,0.6,0.38,0.62,105
genoviz.csv,0.1,0.62,0.02,616
geochat.csv,0.4,0.36,0.42,201
geogebra.csv,0.49,0.5,0.28,569
geotools.csv,0.77,0.41,0.67,176
gephex.csv,0.84,0.38,0.83,51
gisgraphy.csv,0.28,0.43,0.2,489
glas.csv,0.65,0.45,0.46,406
glelite.csv,0.92,0.39,0.88,48
gmerlin.csv,0.86,0.33,0.76,71
gnome-jabber.csv,0.63,0.42,0.55,238
gnupdate.csv,0.5,0.42,0.42,323
go.csv,0.73,0.44,0.55,325
gogoego.csv,0.71,0.43,0.55,294
google-caja.csv,0.8,0.44,0.6,298
google-collections.csv,1.0,0.37,1.0,2
google-gears.csv,0.74,0.41,0.64,193
google-web-toolkit.csv,0.55,0.47,0.38,472
gpsmid.csv,0.72,0.38,0.73,72
graphmak.csv,0.5,0.4,0.45,264
gretl.csv,0.68,0.44,0.53,315
grisbi.csv,0.92,0.39,0.87,53
growl-for-windows.csv,0.29,0.27,0.11,445
gss.csv,0.79,0.42,0.63,237
gstreamer.csv,0.76,0.4,0.7,121
gtad.csv,0.31,0.57,0.13,611
guineu.csv,0.35,0.35,0.44,144
gusanos.csv,0.46,0.48,0.29,535
gwanted.csv,0.39,0.48,0.23,555
h2database.csv,0.29,0.56,0.14,607
hannosset.csv,0.18,0.33,0.2,301
haphazard.csv,0.42,0.38,0.41,243
hatari.csv,0.76,0.4,0.68,147
hazelcast.csv,0.7,0.44,0.51,372
heekscad.csv,0.63,0.45,0.48,376
hibernate.csv,0.67,0.46,0.49,393
htmlunit.csv,0.51,0.5,0.29,571
httpcontentparser.csv,0.54,0.4,0.46,271
hydrate.csv,0.2,0.4,0.14,486
iaml.csv,0.3,0.41,0.26,401
ibatisdb.csv,0.25,0.43,0.2,470
icescrum.csv,0.43,0.5,0.26,562
ifmo-game-1.csv,0.14,0.39,0.11,473
igarden.csv,0.41,0.51,0.24,582
ikvm.csv,0.51,0.35,0.61,68
