,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,wheat.csv,panda3d.csv
benojt.csv,0.85,1.0,1.0,0.01,0.97,1.0,1.0
jahshaka.csv,0.5,0.27,0.79,0.72,0.75,0.71,0.74
jatlas.csv,0.76,0.67,0.81,0.57,0.15,0.94,0.87
jedit.csv,0.34,0.82,0.73,1.0,0.99,0.92,0.62
open-media-library.csv,0.74,0.56,0.45,1.04,0.37,0.66,0.59
panda3d.csv,0.48,0.73,0.67,0.32,0.39,0.65,0.61
wheat.csv,0.82,0.71,0.89,0.34,0.73,0.41,0.6
