,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.86,0.77,1.0,0.82,0.95,0.58,1.01,0.7,0.08,0.95,0.97,0.97,0.76,1.0,0.68,0.97
customsagetv.csv,0.85,0.97,1.0,0.91,1.0,1.0,1.0,0.87,0.92,0.89,1.01,0.95,0.8,1.0,0.9,0.07
fluidium.csv,0.81,0.79,1.0,0.8,0.77,0.9,0.89,0.83,0.88,0.87,0.62,0.96,0.83,0.05,0.82,0.64
guineu.csv,0.08,0.75,0.92,0.96,0.81,0.68,0.98,0.81,0.95,0.87,0.51,0.9,0.83,0.84,0.82,0.69
inkscape.csv,0.97,0.74,0.48,0.78,1.03,0.73,0.02,0.69,0.69,0.54,0.8,0.69,0.87,0.67,0.87,1.01
mpqc.csv,0.76,0.84,0.89,0.74,0.93,0.1,0.91,0.8,0.94,0.8,0.71,0.95,0.93,0.65,0.73,0.8
nsis.csv,0.9,0.98,1.0,1.0,0.99,0.97,0.94,0.6,0.68,0.91,0.0,1.0,0.79,0.93,0.89,1.14
octave.csv,0.64,0.74,0.67,0.7,0.09,0.91,0.72,0.84,1.03,0.89,0.95,0.78,0.85,0.69,0.8,0.74
owfs.csv,0.71,0.94,0.9,0.09,0.95,1.0,0.97,0.75,0.51,0.83,0.87,0.85,0.68,1.0,0.86,0.96
owlib.csv,0.55,0.01,1.0,0.94,0.87,0.79,0.78,0.71,0.83,0.67,0.62,1.04,0.53,0.8,0.65,0.69
pamguard.csv,0.77,0.72,1.0,0.98,0.75,0.64,0.88,0.62,0.59,0.9,0.7,0.69,0.53,0.62,0.0,0.63
prelude.csv,0.85,0.72,0.02,0.81,0.76,0.81,0.79,0.79,0.54,0.76,0.68,0.23,0.91,0.67,0.77,0.61
robocode.csv,0.55,0.74,0.95,0.65,0.74,1.01,0.81,0.04,0.49,0.77,0.91,0.86,0.56,0.85,0.74,0.63
uwom-server.csv,0.76,0.9,0.95,1.0,0.87,0.97,0.7,0.81,0.87,0.05,1.02,0.87,0.9,0.96,0.91,0.43
zengine.csv,0.88,0.95,0.91,0.98,0.5,0.94,0.79,0.53,0.33,0.83,0.65,0.0,0.74,0.76,0.78,0.76
zildo.csv,0.54,0.71,0.64,0.77,1.0,0.87,0.72,0.67,0.44,0.65,0.83,0.66,0.05,0.63,0.74,0.91
