,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.18,0.31,0.0,0.21,0.06,0.62,0.0,0.39,0.93,0.06,0.09,0.04,0.29,0.0,0.5,0.05
customsagetv.csv,0.18,0.04,0.0,0.11,0.0,0.0,0.0,0.16,0.1,0.13,0.0,0.06,0.24,0.0,0.12,0.99
fluidium.csv,0.23,0.26,0.09,0.31,0.43,0.18,0.15,0.2,0.18,0.19,0.45,0.15,0.21,0.96,0.26,0.44
guineu.csv,0.93,0.37,0.32,0.17,0.51,0.51,0.09,0.3,0.25,0.37,0.69,0.34,0.21,0.46,0.23,0.42
inkscape.csv,0.1,0.33,0.57,0.31,0.06,0.43,0.98,0.39,0.36,0.6,0.25,0.47,0.17,0.46,0.18,0.0
mpqc.csv,0.31,0.2,0.38,0.31,0.26,0.92,0.14,0.46,0.38,0.37,0.45,0.1,0.31,0.47,0.35,0.53
nsis.csv,0.38,0.09,0.0,0.09,0.05,0.13,0.24,0.66,0.65,0.33,1.0,0.0,0.52,0.27,0.38,0.05
octave.csv,0.54,0.43,0.38,0.53,0.93,0.12,0.34,0.48,0.29,0.17,0.18,0.28,0.45,0.38,0.45,0.59
owfs.csv,0.36,0.07,0.12,0.93,0.06,0.0,0.06,0.3,0.58,0.21,0.16,0.19,0.37,0.0,0.17,0.05
owlib.csv,0.68,0.99,0.0,0.24,0.44,0.41,0.47,0.59,0.49,0.57,0.66,0.24,0.64,0.53,0.54,0.61
pamguard.csv,0.43,0.38,0.0,0.09,0.36,0.44,0.19,0.54,0.55,0.26,0.4,0.37,0.6,0.62,1.0,0.61
prelude.csv,0.46,0.56,0.98,0.49,0.57,0.51,0.54,0.53,0.66,0.54,0.58,0.84,0.41,0.58,0.55,0.71
robocode.csv,0.59,0.31,0.3,0.59,0.31,0.0,0.3,0.99,0.58,0.34,0.23,0.19,0.62,0.27,0.35,0.52
uwom-server.csv,0.43,0.12,0.06,0.0,0.17,0.06,0.39,0.49,0.42,0.96,0.02,0.16,0.42,0.06,0.4,0.84
zengine.csv,0.41,0.21,0.33,0.09,0.76,0.24,0.54,0.69,0.77,0.5,0.52,1.0,0.61,0.53,0.55,0.56
zildo.csv,0.66,0.5,0.55,0.5,0.0,0.18,0.41,0.4,0.65,0.53,0.26,0.61,0.96,0.51,0.53,0.16
