,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,v8.csv
bochs.csv,0.93,0.66,0.63,0.54,0.74,0.62
encog-java.csv,0.75,0.06,0.03,0.22,0.23,0.03
h2database.csv,0.59,0.7,0.11,0.67,0.2,0.11
jaql.csv,0.8,0.49,0.37,0.66,0.52,0.24
raven-monitoring.csv,0.32,0.32,0.71,0.35,0.07,0.32
v8.csv,0.09,0.49,0.77,0.59,0.85,0.82
