,kmatplot.csv,dynalloy.csv,applet2app.csv,cities3d.csv,genecys.csv,xemeiah.csv,ossbuild.csv,nabu-library.csv,modplug.csv,enzo.csv,xined.csv,nebuladevice.csv,autowikibrowser.csv,biodwh.csv,natpad.csv
applet2app.csv,0.55,0.66,0.07,0.89,1.09,0.77,0.82,0.48,0.93,0.97,0.78,0.67,0.87,0.59,0.88
autowikibrowser.csv,0.43,0.59,0.52,0.64,0.74,0.59,0.95,0.71,0.5,0.69,0.73,0.63,0.0,0.68,0.45
biodwh.csv,0.57,0.7,0.79,0.86,0.7,0.61,0.83,0.66,0.6,1.11,0.67,0.87,0.77,0.0,0.54
cities3d.csv,0.88,0.77,0.88,0.16,0.72,0.77,0.48,0.95,0.77,1.04,0.68,0.83,0.82,0.88,0.79
dynalloy.csv,0.58,0.06,0.53,0.63,0.89,0.68,0.81,0.84,0.53,0.63,0.88,0.71,0.84,0.54,0.69
enzo.csv,0.6,0.8,0.82,0.8,0.69,0.75,1.06,0.34,0.84,0.05,0.78,0.87,0.64,0.85,0.59
genecys.csv,0.99,0.98,0.96,0.92,0.0,0.86,1.0,1.02,0.77,1.0,0.98,0.86,0.94,1.0,1.0
kmatplot.csv,0.21,0.84,0.83,0.66,0.96,0.69,0.88,0.68,0.88,0.87,0.82,0.81,0.88,0.84,0.66
modplug.csv,0.75,0.69,0.57,0.81,0.58,0.8,1.02,0.36,0.02,0.96,0.79,0.69,0.84,0.64,0.5
nabu-library.csv,0.73,0.81,0.68,0.63,0.92,0.68,0.69,0.01,0.68,0.82,0.84,0.71,0.78,0.81,0.92
natpad.csv,0.53,0.71,0.72,0.51,0.65,0.55,0.71,0.78,0.65,0.8,0.55,0.73,0.75,0.73,0.0
nebuladevice.csv,0.61,0.86,0.72,0.57,0.93,0.82,0.88,0.82,0.72,0.91,0.7,0.13,0.72,0.92,0.81
ossbuild.csv,0.54,0.67,0.61,0.5,0.54,0.53,0.25,1.01,0.75,0.81,0.45,0.94,0.64,0.67,0.67
xemeiah.csv,0.42,0.76,0.54,0.42,0.66,0.04,0.68,0.73,0.55,0.87,0.6,0.63,0.51,0.7,0.47
xined.csv,0.58,0.64,0.82,0.5,0.8,0.72,0.55,0.86,0.8,0.96,0.0,0.84,0.77,0.71,0.53
