,kmatplot.csv,dynalloy.csv,applet2app.csv,cities3d.csv,genecys.csv,xemeiah.csv,ossbuild.csv,nabu-library.csv,modplug.csv,enzo.csv,xined.csv,nebuladevice.csv,autowikibrowser.csv,biodwh.csv,natpad.csv
applet2app.csv,0.61,0.69,0.63,0.38,0.5,0.48,0.85,0.48,0.46,0.56,0.46,0.41,0.4,0.57,0.51
autowikibrowser.csv,0.48,0.51,0.42,0.41,0.3,0.44,0.44,0.46,0.38,0.59,0.36,0.42,0.45,0.36,0.35
biodwh.csv,0.82,0.97,1.0,0.99,0.57,0.81,0.94,0.94,0.7,0.73,0.82,0.9,0.82,0.92,0.47
cities3d.csv,0.44,0.68,0.55,0.97,0.97,0.9,0.9,0.93,0.8,0.98,0.94,0.94,0.69,0.72,0.77
dynalloy.csv,0.6,0.72,0.57,0.39,0.44,0.57,0.78,0.74,0.47,0.46,0.4,0.58,0.4,0.71,0.53
enzo.csv,0.44,0.39,0.42,0.35,0.31,0.38,0.36,0.46,0.38,0.37,0.4,0.31,0.42,0.35,0.36
genecys.csv,0.37,0.39,0.43,0.31,0.45,0.44,0.42,0.53,0.41,0.43,0.38,0.37,0.36,0.34,0.43
kmatplot.csv,0.96,0.95,1.0,0.98,0.75,0.97,0.95,0.95,0.95,0.97,0.89,0.92,0.93,0.91,0.71
modplug.csv,0.43,0.42,0.46,0.34,0.41,0.43,0.39,0.5,0.43,0.55,0.34,0.38,0.37,0.32,0.38
nabu-library.csv,0.5,0.51,0.56,0.55,0.8,0.49,0.57,0.59,0.44,0.62,0.59,0.43,0.47,0.6,0.78
natpad.csv,0.58,0.55,0.57,0.72,0.41,0.58,0.52,0.82,0.6,0.57,0.41,0.53,0.82,0.43,0.56
nebuladevice.csv,0.69,0.96,0.83,0.97,0.83,0.94,0.96,0.86,0.79,0.89,0.8,0.92,0.64,0.89,0.89
ossbuild.csv,0.54,0.77,0.69,0.58,0.49,0.7,0.96,0.89,0.79,0.86,0.5,0.88,0.47,0.9,0.78
xemeiah.csv,0.53,0.55,0.51,0.66,0.33,0.61,0.51,0.49,0.44,0.7,0.42,0.68,0.47,0.36,0.44
xined.csv,0.75,0.7,0.52,0.77,0.61,0.97,0.88,0.76,0.91,0.75,0.9,0.71,0.8,0.71,0.52
