,kmatplot.csv,dynalloy.csv,applet2app.csv,cities3d.csv,genecys.csv,xemeiah.csv,ossbuild.csv,nabu-library.csv,modplug.csv,enzo.csv,xined.csv,nebuladevice.csv,autowikibrowser.csv,biodwh.csv,natpad.csv
applet2app.csv,0.55,0.42,0.94,0.42,0.0,0.52,0.26,0.64,0.35,0.28,0.52,0.6,0.44,0.53,0.44
autowikibrowser.csv,0.67,0.51,0.62,0.63,0.5,0.54,0.14,0.36,0.62,0.36,0.43,0.54,1.0,0.55,0.67
biodwh.csv,0.5,0.39,0.27,0.19,0.61,0.49,0.22,0.4,0.45,0.15,0.44,0.16,0.36,1.0,0.53
cities3d.csv,0.44,0.48,0.44,0.87,0.46,0.43,0.68,0.35,0.43,0.27,0.44,0.24,0.43,0.28,0.46
dynalloy.csv,0.55,0.95,0.62,0.65,0.37,0.53,0.32,0.48,0.65,0.6,0.41,0.43,0.47,0.54,0.54
enzo.csv,0.68,0.51,0.5,0.53,0.56,0.56,0.25,0.78,0.48,0.96,0.52,0.43,0.64,0.45,0.66
genecys.csv,0.05,0.09,0.17,0.3,1.0,0.44,0.0,0.09,0.57,0.0,0.09,0.44,0.24,0.0,0.0
kmatplot.csv,0.82,0.2,0.21,0.4,0.06,0.38,0.15,0.37,0.23,0.24,0.24,0.24,0.17,0.2,0.46
modplug.csv,0.56,0.57,0.68,0.52,0.7,0.53,0.32,0.79,0.98,0.36,0.53,0.65,0.49,0.71,0.76
nabu-library.csv,0.57,0.51,0.57,0.57,0.1,0.57,0.6,0.99,0.62,0.43,0.4,0.55,0.51,0.42,0.34
natpad.csv,0.6,0.54,0.51,0.61,0.54,0.69,0.48,0.26,0.49,0.5,0.66,0.43,0.31,0.49,1.0
nebuladevice.csv,0.46,0.18,0.35,0.48,0.1,0.21,0.15,0.23,0.33,0.11,0.35,0.89,0.47,0.1,0.25
ossbuild.csv,0.68,0.4,0.5,0.71,0.66,0.6,0.79,0.21,0.29,0.24,0.8,0.09,0.61,0.38,0.44
xemeiah.csv,0.68,0.41,0.58,0.65,0.47,0.97,0.47,0.33,0.5,0.3,0.53,0.45,0.56,0.55,0.6
xined.csv,0.49,0.54,0.5,0.6,0.42,0.34,0.54,0.47,0.24,0.05,1.0,0.23,0.31,0.45,0.53
