,dxengine.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,haggle.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,wsmt.csv,nunit.csv
dxengine.csv,0.0,0.17,0.16,0.07,0.11,0.15,0.12,0.18,0.05,0.1,0.19,0.16,0.1,0.23,0.07
e-bio-flow.csv,0.29,0.5,0.24,0.22,0.37,0.17,0.0,0.08,0.1,0.35,0.23,0.12,0.15,0.23,0.27
haggle.csv,0.53,0.27,0.27,0.29,0.24,0.02,0.23,0.23,0.28,0.35,0.45,0.32,0.21,0.23,0.53
hannosset.csv,0.0,0.01,0.02,0.03,0.02,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.01,0.0,0.01
jas.csv,0.12,0.11,0.01,0.02,0.09,0.02,0.04,0.0,0.0,0.14,0.06,0.11,0.0,0.23,0.0
jbpm.csv,0.0,0.33,0.0,0.0,0.03,0.07,0.08,0.01,0.02,0.0,0.01,0.02,0.04,0.17,0.05
jgossipforum.csv,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.03,0.01,0.0,0.03,0.0
joustsim.csv,0.25,0.05,0.09,0.07,0.25,0.29,0.27,0.19,0.0,0.27,0.42,0.29,0.04,0.27,0.19
log4net.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
madman.csv,0.1,0.04,0.0,0.02,0.02,0.0,0.02,0.0,0.0,0.0,0.09,0.02,0.0,0.03,0.03
ngl.csv,0.57,0.35,0.67,0.45,0.53,0.44,0.52,0.3,0.42,0.51,0.32,0.0,0.46,0.53,0.49
nunit.csv,0.08,0.3,0.4,0.21,0.27,0.44,0.35,0.19,0.45,0.45,0.32,0.25,0.27,0.47,0.0
piccolo2d.csv,0.02,0.08,0.0,0.66,0.05,0.02,0.58,0.0,0.68,0.0,0.01,0.01,0.86,0.6,0.01
sblim.csv,0.0,0.01,0.05,0.03,0.08,0.0,0.15,0.02,0.02,0.06,0.0,0.0,0.03,0.17,0.03
wsmt.csv,0.16,0.24,0.2,0.27,0.46,0.49,0.27,0.36,0.52,0.08,0.07,0.28,0.6,0.03,0.45
