,scen-connect.csv,bwapi.csv,ontopia.csv,smartgwt.csv,adobe-source.csv,lite.csv,gisgraphy.csv
adobe-source.csv,0.0,0.31,0.26,0.05,0.66,0.34,0.59
bwapi.csv,0.0,0.8,0.0,0.09,0.13,0.37,0.0
gisgraphy.csv,0.68,0.46,0.43,0.14,0.24,0.49,0.76
lite.csv,0.92,0.15,0.34,0.59,0.09,0.73,0.28
ontopia.csv,0.13,0.13,0.78,0.4,0.37,0.48,0.52
smartgwt.csv,0.89,0.47,0.5,0.75,0.44,0.37,0.56
