,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,0.07,0.88,0.21,0.45,0.09,0.05,0.94,0.08,0.0,0.32,0.39,0.72,0.13,0.2,0.0,0.04,0.39
beast-mcmc.csv,0.74,0.25,0.97,0.35,0.49,0.38,0.68,0.49,0.37,0.48,0.36,0.48,0.57,0.2,0.34,0.58,0.39
bscwweasel.csv,0.09,0.12,0.09,0.95,0.02,0.12,0.04,0.08,0.05,0.14,0.13,0.0,0.14,0.0,0.0,0.04,0.17
codeblocks.csv,0.72,0.5,0.44,0.35,0.63,1.0,0.83,0.65,0.39,0.24,0.2,0.52,0.49,0.4,0.69,0.84,0.49
gamestone.csv,0.29,1.0,0.35,0.15,0.26,0.25,0.47,0.18,0.11,0.14,0.15,0.32,0.19,0.0,0.08,0.38,0.34
iaml.csv,0.53,0.75,0.76,0.4,0.86,0.63,0.81,0.67,0.58,0.75,0.94,0.84,0.77,0.8,0.71,0.75,0.73
jbasic.csv,0.47,0.12,0.33,0.2,0.14,0.28,0.15,0.25,0.13,0.97,0.29,0.12,0.27,0.6,0.12,0.22,0.44
modplug.csv,0.81,0.38,0.79,0.75,0.7,0.66,0.89,0.53,0.82,0.57,0.75,0.52,0.87,0.8,0.8,1.0,0.61
pdfedit.csv,0.45,0.12,0.35,0.05,0.95,0.3,0.32,0.34,0.24,0.89,0.23,0.64,0.15,1.0,0.26,0.38,0.54
redshell.csv,0.97,0.75,0.91,0.65,0.98,0.97,1.0,1.0,0.97,1.0,0.92,0.8,0.85,1.0,0.97,0.95,0.85
sabbu.csv,0.93,0.12,0.67,0.55,0.65,0.4,0.57,0.33,0.42,0.59,0.22,0.56,0.4,1.0,0.49,0.45,0.56
silvertree.csv,0.31,0.5,0.44,0.1,0.53,0.27,0.09,0.42,0.37,0.59,0.12,0.96,0.25,0.2,0.12,0.36,0.49
t-2.csv,0.31,0.38,0.21,0.05,0.26,0.24,0.45,0.26,0.45,0.08,0.44,0.32,0.94,0.8,0.14,0.45,0.27
xinity.csv,0.48,0.0,0.52,0.25,0.28,0.33,0.23,0.26,0.13,0.4,0.64,0.08,0.56,0.2,0.35,0.18,0.98
xreal.csv,0.02,0.12,0.03,0.0,0.05,0.0,0.04,0.04,0.05,0.33,0.02,0.08,0.02,1.0,0.02,0.02,0.07
zabbix.csv,0.69,0.75,0.89,0.65,0.56,0.73,0.72,0.72,0.87,0.73,0.84,0.84,0.97,0.2,0.97,0.91,0.88
zengine.csv,0.66,1.0,0.95,0.75,0.81,0.71,0.81,0.72,0.95,0.92,0.69,0.76,0.98,1.0,0.74,0.87,0.93
