,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,0.02,0.81,0.24,0.63,0.02,0.03,0.0,0.0,0.0,0.09,0.39,0.51,0.32,0.08,0.0,0.0,0.38
beast-mcmc.csv,0.76,0.21,0.0,0.32,0.4,0.33,0.54,0.25,0.08,0.17,0.36,0.4,0.44,0.36,0.15,0.33,0.27
bscwweasel.csv,0.02,0.0,0.02,0.0,0.05,0.0,0.08,0.0,0.0,0.05,0.06,0.0,0.13,0.03,0.0,0.08,0.15
codeblocks.csv,0.46,0.37,0.22,0.22,0.67,0.03,0.72,0.5,0.0,0.12,0.19,0.69,0.31,0.63,0.89,0.79,0.42
gamestone.csv,0.13,0.0,0.2,0.06,0.05,0.15,0.18,0.5,0.0,0.14,0.1,0.17,0.17,0.18,0.0,0.08,0.5
iaml.csv,0.31,0.58,0.62,0.46,0.42,0.67,0.67,0.5,0.33,0.67,0.03,0.83,0.57,0.74,0.54,0.75,0.85
jbasic.csv,0.3,0.1,0.2,0.07,0.09,0.26,0.08,0.25,0.0,0.06,0.27,0.11,0.27,0.2,0.03,0.42,0.31
modplug.csv,0.63,0.44,0.73,0.51,0.74,0.33,0.77,0.75,0.83,0.71,0.75,0.69,0.72,0.97,0.89,0.0,0.69
pdfedit.csv,0.24,0.1,0.32,0.1,0.0,0.13,0.18,0.25,0.08,0.77,0.22,0.46,0.19,0.4,0.22,0.12,0.5
redshell.csv,0.94,0.65,0.93,0.63,0.98,0.97,1.0,0.0,1.0,1.0,0.9,0.8,0.68,0.96,0.99,0.92,0.88
sabbu.csv,0.02,0.31,0.4,0.33,0.4,0.21,0.44,0.12,0.0,0.47,0.39,0.43,0.64,0.35,0.75,0.12,0.38
silvertree.csv,0.04,0.46,0.28,0.22,0.26,0.26,0.06,0.12,0.42,0.33,0.11,0.0,0.33,0.12,0.11,0.71,0.35
t-2.csv,0.28,0.6,0.19,0.23,0.21,0.1,0.24,0.25,0.92,0.08,0.37,0.29,0.0,0.4,0.46,0.67,0.19
xinity.csv,0.17,0.02,0.32,0.21,0.33,0.18,0.52,0.25,0.42,0.24,0.39,0.17,0.44,0.21,0.51,0.54,0.0
xreal.csv,0.0,0.02,0.09,0.01,0.05,0.03,0.05,0.0,0.17,0.14,0.01,0.0,0.01,0.0,0.01,0.38,0.08
zabbix.csv,0.43,0.6,0.69,0.76,0.44,0.72,0.53,0.88,0.5,0.47,0.85,0.83,0.89,0.62,0.0,0.83,0.96
zengine.csv,0.39,0.69,0.82,0.73,0.86,0.64,0.77,0.62,0.0,0.62,0.68,0.63,0.97,0.8,0.31,0.92,1.0
