,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,0.93,0.82,0.82,0.83,0.91,0.95,0.06,0.92,1.0,0.69,0.73,0.59,0.93,0.8,1.0,0.96,0.72
beast-mcmc.csv,0.8,0.78,0.03,0.73,0.65,0.7,0.63,0.56,0.64,0.55,0.73,0.66,0.61,0.88,0.68,0.53,0.67
bscwweasel.csv,0.91,0.88,0.91,0.05,0.98,0.88,0.96,0.92,0.95,0.86,0.87,1.0,0.87,1.0,1.0,0.97,0.84
codeblocks.csv,0.54,0.62,0.6,0.69,0.77,0.03,0.74,0.61,0.61,0.77,0.82,0.84,0.6,0.87,0.94,0.81,0.66
gamestone.csv,0.72,0.0,0.68,0.85,0.75,0.77,0.56,0.96,0.89,0.87,0.86,0.7,0.83,1.02,0.92,0.62,0.83
iaml.csv,0.56,0.63,0.67,0.76,0.44,0.76,0.69,0.6,0.54,0.71,0.06,0.84,0.61,0.77,0.61,0.79,0.89
jbasic.csv,0.61,0.88,0.7,0.8,0.87,0.77,0.85,0.79,0.87,0.07,0.76,0.89,0.78,0.45,0.88,0.89,0.64
modplug.csv,0.66,0.77,0.76,0.57,0.8,0.47,0.78,0.88,0.85,0.83,0.79,0.84,0.73,0.99,0.91,0.0,0.79
pdfedit.csv,0.6,0.88,0.73,0.96,0.05,0.71,0.7,0.71,0.77,0.78,0.8,0.58,0.87,0.4,0.77,0.63,0.68
redshell.csv,0.95,0.7,0.93,0.72,0.98,0.97,1.0,0.0,1.0,1.0,0.91,0.82,0.69,0.96,0.99,0.92,0.9
sabbu.csv,0.07,0.93,0.52,0.56,0.53,0.64,0.61,0.68,0.58,0.63,0.87,0.61,0.88,0.35,0.91,0.56,0.58
silvertree.csv,0.69,0.68,0.63,0.93,0.53,0.78,0.92,0.59,0.76,0.53,0.89,0.04,0.82,0.81,0.88,0.95,0.62
t-2.csv,0.74,0.86,0.81,0.98,0.77,0.77,0.6,0.78,1.07,0.92,0.67,0.74,0.06,0.45,0.98,0.86,0.76
xinity.csv,0.54,1.0,0.58,0.78,0.79,0.7,0.93,0.78,0.96,0.65,0.53,0.94,0.62,0.83,0.82,0.98,0.02
xreal.csv,0.98,0.88,0.97,1.0,0.95,1.0,0.96,0.96,0.96,0.68,0.98,0.92,0.98,0.0,0.98,1.05,0.93
zabbix.csv,0.53,0.65,0.7,0.84,0.62,0.77,0.59,0.92,0.52,0.54,0.86,0.84,0.89,1.01,0.03,0.84,0.97
zengine.csv,0.52,0.69,0.83,0.77,0.88,0.7,0.8,0.68,0.05,0.63,0.75,0.67,0.97,0.8,0.41,0.93,1.0
