,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,0.13,0.25,0.23,0.15,0.17,0.1,0.97,0.14,0.0,0.45,0.46,0.59,0.08,0.1,0.0,0.07,0.48
beast-mcmc.csv,0.61,0.19,0.98,0.19,0.52,0.51,0.23,0.66,0.53,0.58,0.45,0.47,0.24,0.03,0.43,0.67,0.5
bscwweasel.csv,0.16,0.22,0.16,0.97,0.04,0.22,0.05,0.14,0.1,0.24,0.22,0.0,0.13,0.0,0.0,0.07,0.27
codeblocks.csv,0.67,0.26,0.43,0.24,0.55,1.0,0.23,0.77,0.57,0.35,0.3,0.42,0.26,0.03,0.46,0.77,0.56
gamestone.csv,0.41,1.0,0.37,0.19,0.39,0.38,0.33,0.3,0.19,0.22,0.24,0.41,0.16,0.0,0.14,0.54,0.41
iaml.csv,0.58,0.27,0.44,0.17,0.76,0.68,0.23,0.79,0.69,0.61,0.96,0.56,0.26,0.06,0.56,0.72,0.65
jbasic.csv,0.53,0.14,0.35,0.24,0.23,0.41,0.17,0.4,0.23,0.95,0.38,0.19,0.17,0.14,0.21,0.31,0.54
modplug.csv,0.68,0.18,0.42,0.28,0.57,0.75,0.23,0.68,0.78,0.49,0.65,0.42,0.25,0.04,0.51,1.0,0.6
pdfedit.csv,0.54,0.14,0.32,0.06,0.98,0.45,0.24,0.5,0.38,0.66,0.33,0.56,0.12,0.12,0.33,0.53,0.58
redshell.csv,0.68,0.25,0.42,0.21,0.66,0.85,0.21,1.0,0.85,0.66,0.71,0.55,0.25,0.05,0.56,0.81,0.71
sabbu.csv,0.96,0.08,0.49,0.28,0.64,0.54,0.23,0.5,0.59,0.56,0.29,0.52,0.13,0.14,0.38,0.6,0.62
silvertree.csv,0.46,0.22,0.4,0.08,0.6,0.39,0.11,0.59,0.49,0.61,0.2,0.98,0.14,0.07,0.19,0.43,0.57
t-2.csv,0.4,0.14,0.25,0.04,0.35,0.38,0.27,0.41,0.52,0.14,0.51,0.37,0.97,0.1,0.15,0.52,0.39
xinity.csv,0.59,0.0,0.44,0.18,0.35,0.47,0.09,0.41,0.21,0.48,0.66,0.12,0.24,0.05,0.34,0.26,0.99
xreal.csv,0.03,0.2,0.05,0.0,0.09,0.0,0.06,0.07,0.1,0.45,0.04,0.15,0.04,1.0,0.03,0.03,0.13
zabbix.csv,0.66,0.27,0.48,0.18,0.56,0.74,0.25,0.82,0.86,0.66,0.68,0.56,0.23,0.02,0.98,0.8,0.71
zengine.csv,0.65,0.31,0.46,0.22,0.61,0.74,0.21,0.82,0.97,0.72,0.63,0.58,0.22,0.07,0.67,0.77,0.72
