,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,0.8,0.49,0.98,0.69,0.8,0.86,0.98,0.93,0.0,0.85,0.79,0.5,1.0,0.93,0.0,0.5,0.62
beast-mcmc.csv,0.58,0.85,0.7,0.79,0.55,0.67,0.57,0.62,0.67,0.51,0.62,0.54,0.5,0.67,0.78,0.55,0.52
bscwweasel.csv,0.83,0.0,0.9,0.95,0.67,0.93,0.97,0.93,0.5,0.92,0.96,0.0,0.97,0.8,0.0,0.75,0.91
codeblocks.csv,0.36,0.61,0.54,0.55,0.41,0.44,0.38,0.48,0.6,0.57,0.73,0.49,0.43,0.43,0.34,0.38,0.42
gamestone.csv,0.58,0.88,0.69,0.91,0.85,0.57,0.68,0.61,0.75,0.78,0.97,0.57,0.76,0.73,0.8,0.52,0.44
iaml.csv,0.52,0.5,0.43,0.73,0.42,0.57,0.43,0.51,0.42,0.55,0.58,0.46,0.46,0.43,0.47,0.44,0.31
jbasic.csv,0.6,0.83,0.79,0.93,0.9,0.74,0.97,0.65,0.8,0.57,0.66,0.86,0.73,0.9,0.91,0.77,0.5
modplug.csv,0.44,0.46,0.38,0.42,0.34,0.39,0.37,0.47,0.44,0.52,0.43,0.49,0.42,0.36,0.36,0.42,0.37
pdfedit.csv,0.56,0.83,0.71,0.93,0.54,0.72,0.96,0.58,0.8,0.48,0.8,0.44,0.81,0.55,0.89,0.58,0.43
redshell.csv,0.47,0.4,0.34,0.45,0.36,0.42,0.36,0.47,0.43,0.43,0.41,0.44,0.43,0.37,0.36,0.41,0.31
sabbu.csv,0.53,0.65,0.52,0.62,0.49,0.59,0.58,0.65,0.56,0.62,0.69,0.52,0.52,0.58,0.36,0.54,0.55
silvertree.csv,0.75,0.64,0.71,0.97,0.62,0.71,0.96,0.59,0.53,0.59,0.97,0.62,0.76,0.95,0.95,0.57,0.45
t-2.csv,0.82,0.74,0.96,0.97,0.9,0.84,0.8,0.9,0.64,0.9,0.83,0.78,0.99,0.66,0.76,0.56,0.81
xinity.csv,0.59,0.0,0.64,0.74,0.81,0.67,0.64,0.82,0.8,0.76,0.64,0.88,0.56,0.82,0.51,0.78,0.42
xreal.csv,0.0,0.5,0.94,0.0,0.75,0.0,0.95,0.86,0.75,0.97,0.75,0.5,0.9,0.8,0.5,0.9,0.8
zabbix.csv,0.46,0.54,0.39,0.52,0.56,0.52,0.47,0.54,0.51,0.52,0.44,0.42,0.45,0.47,0.68,0.4,0.31
zengine.csv,0.41,0.41,0.35,0.5,0.38,0.4,0.37,0.44,0.42,0.42,0.44,0.41,0.44,0.4,0.55,0.36,0.31
