,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,0.8,0.14,0.25,0.09,0.8,0.86,1.0,1.0,0.0,0.77,0.57,0.5,0.05,0.07,0.0,1.0,0.62
beast-mcmc.csv,0.51,0.15,1.0,0.13,0.55,0.77,0.14,0.98,0.93,0.73,0.57,0.46,0.15,0.02,0.59,0.8,0.7
bscwweasel.csv,0.83,1.0,0.6,1.0,0.33,1.0,0.06,1.0,1.0,0.75,0.75,0.0,0.13,0.0,0.0,0.5,0.64
codeblocks.csv,0.63,0.17,0.43,0.18,0.48,0.99,0.13,0.97,1.0,0.65,0.58,0.35,0.18,0.02,0.34,0.71,0.65
gamestone.csv,0.71,1.0,0.4,0.27,0.85,0.83,0.26,0.89,1.0,0.5,0.66,0.57,0.13,0.0,1.0,0.91,0.52
iaml.csv,0.65,0.17,0.31,0.11,0.67,0.74,0.14,0.97,0.85,0.52,0.98,0.42,0.16,0.03,0.47,0.69,0.58
jbasic.csv,0.63,0.17,0.38,0.29,0.6,0.76,0.2,0.96,1.0,0.94,0.59,0.43,0.12,0.08,0.73,0.55,0.69
modplug.csv,0.58,0.12,0.29,0.17,0.48,0.86,0.13,0.94,0.76,0.43,0.57,0.35,0.14,0.02,0.38,1.0,0.58
pdfedit.csv,0.67,0.17,0.29,0.07,1.0,0.88,0.19,0.97,0.9,0.52,0.58,0.5,0.1,0.06,0.45,0.88,0.63
redshell.csv,0.52,0.15,0.27,0.13,0.5,0.75,0.12,1.0,0.76,0.49,0.58,0.42,0.15,0.03,0.4,0.7,0.6
sabbu.csv,0.98,0.06,0.39,0.19,0.62,0.85,0.15,0.98,1.0,0.54,0.43,0.48,0.08,0.07,0.3,0.89,0.7
silvertree.csv,0.9,0.14,0.37,0.06,0.68,0.76,0.17,0.99,0.74,0.63,0.59,1.0,0.09,0.05,0.42,0.54,0.69
t-2.csv,0.55,0.09,0.29,0.03,0.55,0.88,0.19,0.96,0.61,0.5,0.61,0.44,1.0,0.05,0.17,0.61,0.69
xinity.csv,0.76,0.0,0.38,0.14,0.46,0.84,0.06,0.96,0.5,0.61,0.68,0.25,0.15,0.03,0.32,0.43,1.0
xreal.csv,1.0,0.5,0.11,0.0,0.5,0.0,0.11,1.0,0.5,0.7,0.75,1.0,0.2,1.0,0.5,0.1,0.6
zabbix.csv,0.63,0.16,0.33,0.11,0.56,0.75,0.15,0.95,0.85,0.6,0.57,0.42,0.13,0.01,1.0,0.71,0.59
zengine.csv,0.64,0.18,0.3,0.13,0.49,0.77,0.12,0.96,1.0,0.59,0.57,0.46,0.12,0.03,0.62,0.69,0.59
