,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.09,0.03,0.62,0.9,0.53,0.8,0.54,0.09,0.41,0.75,0.39,0.41,0.89,0.84
elateportal.csv,0.0,0.0,0.21,0.1,0.37,0.53,0.15,0.0,0.0,1.0,0.0,0.03,0.47,1.0
gdis.csv,1.0,0.98,0.97,0.9,0.97,0.93,0.93,0.73,0.96,1.0,0.95,0.81,0.89,0.18
gzigzag.csv,0.0,0.0,0.41,0.4,0.93,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.32,1.0
icescrum.csv,0.0,0.0,0.48,0.07,0.9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.89,1.0
jguard.csv,0.0,0.0,0.69,0.37,0.73,0.4,0.6,0.0,0.12,0.88,0.82,0.38,0.63,0.75
jitterbit.csv,0.36,0.51,0.55,0.83,0.47,0.5,0.0,0.18,0.4,0.25,0.07,0.3,0.79,0.36
jython.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
personalaccess.csv,1.0,0.92,0.97,1.0,0.97,1.0,1.0,1.0,0.97,1.0,1.0,0.97,1.0,1.0
ppcboot.csv,0.0,0.0,0.97,1.0,1.0,1.0,0.64,0.0,0.0,1.0,0.26,0.16,1.0,1.0
repositorium.csv,0.0,0.0,0.93,0.93,1.0,0.93,0.98,0.55,0.01,1.0,0.93,0.97,0.84,1.0
unbvision.csv,0.0,0.0,0.38,0.0,0.4,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
wxstudio.csv,0.0,0.0,0.48,0.37,0.73,0.5,0.49,0.27,0.01,0.75,0.65,0.73,0.37,1.0
xbg.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.64
