,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.91,0.97,0.67,0.16,0.57,0.41,0.58,0.92,0.76,0.86,0.63,0.87,0.91,0.16
elateportal.csv,1.0,1.0,0.81,0.9,0.71,0.75,0.86,1.0,1.0,0.98,1.0,0.97,0.79,0.0
gdis.csv,1.0,0.99,0.96,0.61,0.82,1.0,0.9,0.86,1.0,0.82,0.62,0.98,0.88,1.17
gzigzag.csv,1.0,1.0,0.59,0.66,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.77,1.0
icescrum.csv,1.0,1.0,0.71,0.93,0.93,0.72,1.0,1.0,1.0,1.0,1.0,1.0,0.11,1.0
jguard.csv,1.0,1.0,0.67,0.71,0.29,0.62,0.63,1.0,0.88,0.65,0.57,0.71,0.67,0.87
jitterbit.csv,0.64,0.49,0.56,0.4,0.73,0.55,1.0,0.82,0.62,0.76,0.93,0.72,0.72,0.72
jython.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
personalaccess.csv,1.0,0.82,0.91,1.0,0.95,0.94,1.0,0.98,0.76,0.8,1.0,0.9,1.0,1.0
ppcboot.csv,1.0,1.0,0.99,1.0,1.0,1.0,0.46,1.0,1.0,1.0,0.74,0.92,0.97,1.0
repositorium.csv,1.0,1.0,0.91,0.96,0.93,0.94,0.98,0.46,0.99,1.0,0.77,0.96,1.01,1.0
unbvision.csv,1.0,1.0,0.66,1.0,0.71,0.41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wxstudio.csv,1.0,1.0,0.68,1.12,0.75,1.01,0.81,0.75,0.99,0.57,0.92,0.35,0.85,1.0
xbg.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.62
