,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.01,0.01,0.55,0.12,0.32,0.35,0.37,0.13,0.48,0.82,0.15,0.63,0.91,0.0
elateportal.csv,0.0,0.0,0.16,0.0,0.32,0.59,0.17,0.0,0.0,0.98,0.0,0.0,0.59,0.0
gdis.csv,1.0,0.99,0.96,0.6,0.82,1.0,0.9,0.81,1.0,0.82,0.62,0.96,0.88,0.83
gzigzag.csv,0.0,0.0,0.05,0.28,0.98,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.34,1.0
icescrum.csv,0.0,0.0,0.48,0.0,0.93,0.72,0.0,0.0,0.0,1.0,0.0,0.0,0.03,1.0
jguard.csv,0.0,0.0,0.59,0.32,0.12,0.14,0.48,0.02,0.04,0.64,0.54,0.35,0.56,0.83
jitterbit.csv,0.03,0.05,0.33,0.36,0.5,0.22,0.0,0.01,0.16,0.15,0.0,0.16,0.69,0.33
jython.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
personalaccess.csv,1.0,0.81,0.91,1.0,0.95,0.94,1.0,0.98,0.76,0.8,1.0,0.9,1.0,1.0
ppcboot.csv,0.0,0.0,0.99,1.0,1.0,1.0,0.29,0.0,0.0,1.0,0.0,0.39,0.97,1.0
repositorium.csv,0.0,0.0,0.9,0.96,0.93,0.94,0.98,0.02,0.0,1.0,0.77,0.96,1.0,1.0
unbvision.csv,0.0,0.0,0.23,0.0,0.38,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
wxstudio.csv,0.0,0.0,0.44,0.92,0.7,0.88,0.63,0.19,0.0,0.51,0.85,0.22,0.56,1.0
xbg.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.5
